Gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)
ENSG00000106638	TBL2	7	73567537
ENSG00000009950	MLXIPL	7	73593194
ENSG00000176428	VPS37D	7	73667831
ENSG00000176410	DNAJC30	7	73680918
ENSG00000071462	BUD23	7	73683025
ENSG00000106089	STX1A	7	73699206
ENSG00000106077	ABHD11	7	73736094
ENSG00000165215	CLDN3	7	73768997
ENSG00000189143	CLDN4	7	73799542
ENSG00000165171	METTL27	7	73834590
ENSG00000175877	TMEM270	7	73861159
ENSG00000049540	ELN	7	74027789
ENSG00000106683	LIMK1	7	74082933
ENSG00000106682	EIF4H	7	74174231
ENSG00000086730	LAT2	7	74199652
ENSG00000049541	RFC2	7	74231499
ENSG00000106665	CLIP2	7	74289407
ENSG00000006704	GTF2IRD1	7	74453790
ENSG00000263001	GTF2I	7	74650231
ENSG00000158517	NCF1	7	74774011
ENSG00000196275	GTF2IRD2	7	74796151
ENSG00000184616	SPDYE12P	7	74904289
ENSG00000274070	CASTOR2	7	74964705
ENSG00000274523	RCC1L	7	75027122
ENSG00000174428	GTF2IRD2B	7	75092573
ENSG00000286038	SPDYE13	7	75280790
ENSG00000286137	SPDYE14	7	75308718
ENSG00000286014	SPDYE15	7	75335343
ENSG00000178809	TRIM73	7	75395063
ENSG00000272391	POM121C	7	75416786
ENSG00000170092	SPDYE5	7	75492320
ENSG00000127946	HIP1	7	75533298
ENSG00000006606	CCL26	7	75769533
ENSG00000106178	CCL24	7	75810825
ENSG00000005486	RHBDD2	7	75842602
ENSG00000127948	POR	7	75899200
ENSG00000189077	TMEM120A	7	75986831
ENSG00000127952	STYXL1	7	75996338
ENSG00000146701	MDH2	7	76048051
ENSG00000177679	SRRM3	7	76201896
ENSG00000106211	HSPB1	7	76302673
ENSG00000170027	YWHAG	7	76326799
ENSG00000146700	SSC4D	7	76389334
ENSG00000188372	ZP3	7	76397518
ENSG00000091073	DTX2	7	76461676
ENSG00000243566	UPK3B	7	76510525
ENSG00000185040	SPDYE16	7	76531313
ENSG00000146707	POMZP3	7	76609986
ENSG00000186645	SPDYE17	7	77022306
ENSG00000205482	SPDYE18	7	77050391
ENSG00000135205	CCDC146	7	77122434
ENSG00000127951	FGL2	7	77193369
ENSG00000186088	GSAP	7	77310751
ENSG00000127947	PTPN12	7	77537295
ENSG00000187257	RSBN1L	7	77696459
ENSG00000135211	TMEM60	7	77793728
ENSG00000006576	PHTF2	7	77798792
ENSG00000187391	MAGI2	7	78017055
ENSG00000127955	GNAI1	7	79768028
ENSG00000135218	CD36	7	80369575
ENSG00000214415	GNAT3	7	80458635
ENSG00000075223	SEMA3C	7	80742538
ENSG00000019991	HGF	7	81699010
ENSG00000153956	CACNA2D1	7	81946444
ENSG00000186472	PCLO	7	82754012
ENSG00000170381	SEMA3E	7	83363238
ENSG00000075213	SEMA3A	7	83955777
ENSG00000153993	SEMA3D	7	84995553
ENSG00000198822	GRM3	7	86643909
ENSG00000164659	ELAPOR2	7	86876906
ENSG00000135164	DMTF1	7	87152409
ENSG00000135185	TMEM243	7	87196160
ENSG00000005469	CROT	7	87345664
ENSG00000005471	ABCB4	7	87401696
ENSG00000085563	ABCB1	7	87503017
ENSG00000105784	RUNDC3B	7	87627548
ENSG00000075303	SLC25A40	7	87833568
ENSG00000006634	DBF4	7	87876216
ENSG00000008277	ADAM22	7	87934143
ENSG00000075142	SRI	7	88205115
ENSG00000127954	STEAP4	7	88270892
ENSG00000182348	ZNF804B	7	88759700
ENSG00000164645	TEX47	7	88794106
ENSG00000164647	STEAP1	7	90154456
ENSG00000157214	STEAP2	7	90167590
ENSG00000105792	CFAP69	7	90245174
ENSG00000283267	FAM237B	7	90316503
ENSG00000105793	GTPBP10	7	90335223
ENSG00000157224	CLDN12	7	90383721
ENSG00000058091	CDK14	7	90466424
ENSG00000251154	PTTG1IP2	7	90469639
ENSG00000157240	FZD1	7	91264433
ENSG00000127989	MTERF1	7	91692008
ENSG00000127914	AKAP9	7	91940840
ENSG00000001630	CYP51A1	7	92084987
ENSG00000240720	LRRD1	7	92141643
ENSG00000001631	KRIT1	7	92197498
ENSG00000001629	ANKIB1	7	92245974
ENSG00000157259	GATAD1	7	92447482
ENSG00000242950	ERVW-1	7	92468380
ENSG00000127980	PEX1	7	92487020
ENSG00000127993	RBM48	7	92528773
ENSG00000234545	FAM133B	7	92560758
ENSG00000105810	CDK6	7	92604921
ENSG00000205413	SAMD9	7	93099513
ENSG00000177409	SAMD9L	7	93130056
ENSG00000188175	HEPACAM2	7	93188534
ENSG00000004766	VPS50	7	93232340
ENSG00000004948	CALCR	7	93424486
ENSG00000127928	GNGT1	7	93591573
ENSG00000105825	TFPI2	7	93885396
ENSG00000127920	GNG11	7	93921735
ENSG00000105829	BET1	7	93962762
ENSG00000164692	COL1A2	7	94394895
ENSG00000127995	CASD1	7	94509219
ENSG00000127990	SGCE	7	94524204
ENSG00000242265	PEG10	7	94656325
ENSG00000158528	PPP1R9A	7	94907202
ENSG00000005421	PON1	7	95297676
ENSG00000105852	PON3	7	95359872
ENSG00000105854	PON2	7	95404862
ENSG00000005981	ASB4	7	95478444
ENSG00000004799	PDK4	7	95583499
ENSG00000158560	DYNC1I1	7	95772506
ENSG00000004864	SLC25A13	7	96120220
ENSG00000127922	SEM1	7	96481626
ENSG00000006377	DLX6	7	97005553
ENSG00000105880	DLX5	7	97020396
ENSG00000196636	SDHAF3	7	97117698
ENSG00000006128	TAC1	7	97732084
ENSG00000070669	ASNS	7	97851677
ENSG00000135175	OCM2	7	97984684
ENSG00000164715	LMTK2	7	98106862
ENSG00000180535	BHLHA15	7	98211439
ENSG00000205356	TECPR1	7	98214624
ENSG00000164713	BRI3	7	98252379
ENSG00000006453	BAIAP2L1	7	98291650
ENSG00000106236	NPTX2	7	98617285
ENSG00000166448	TMEM130	7	98846488
ENSG00000196367	TRRAP	7	98877933
ENSG00000198742	SMURF1	7	99027440
ENSG00000185467	KPNA7	7	99173572
ENSG00000241685	ARPC1A	7	99325898
ENSG00000130429	ARPC1B	7	99374249
ENSG00000106244	PDAP1	7	99392048
ENSG00000106245	BUD31	7	99408641
ENSG00000106246	PTCD1	7	99416739
ENSG00000248919	ATP5MF-PTCD1	7	99419749
ENSG00000160917	CPSF4	7	99438922
ENSG00000241468	ATP5MF	7	99448475
ENSG00000198556	ZNF789	7	99472890
ENSG00000160908	ZNF394	7	99473877
ENSG00000196652	ZKSCAN5	7	99504662
ENSG00000221909	FAM200A	7	99546300
ENSG00000197343	ZNF655	7	99558406
ENSG00000244219	TMEM225B	7	99598267
ENSG00000197037	ZSCAN25	7	99616946
ENSG00000106258	CYP3A5	7	99648194
ENSG00000282301	CYP3A7-CYP3A51P	7	99684957
ENSG00000160870	CYP3A7	7	99705036
ENSG00000160868	CYP3A4	7	99756960
ENSG00000021461	CYP3A43	7	99828013
ENSG00000244623	OR2AE1	7	99876062
ENSG00000146833	TRIM4	7	99876958
ENSG00000176402	GJC3	7	99923266
ENSG00000160862	AZGP1	7	99966720
ENSG00000106261	ZKSCAN1	7	100015572
ENSG00000166529	ZSCAN21	7	100049774
ENSG00000166526	ZNF3	7	100064033
ENSG00000168090	COPS6	7	100088969
ENSG00000166508	MCM7	7	100092728
ENSG00000221838	AP4M1	7	100101549
ENSG00000106290	TAF6	7	100106876
ENSG00000166997	CNPY4	7	100119634
ENSG00000214309	MBLAC1	7	100126785
ENSG00000188186	LAMTOR4	7	100148912
ENSG00000146826	TRAPPC14	7	100154420
ENSG00000197093	GAL3ST4	7	100159244
ENSG00000213420	GPC2	7	100169606
ENSG00000066923	STAG3	7	100177563
ENSG00000213413	PVRIG	7	100218241
ENSG00000214300	SPDYE3	7	100307702
ENSG00000121716	PILRB	7	100352176
ENSG00000085514	PILRA	7	100367530
ENSG00000078487	ZCWPW1	7	100400826
ENSG00000146834	MEPCE	7	100428790
ENSG00000160813	PPP1R35	7	100435282
ENSG00000185955	C7orf61	7	100456620
ENSG00000166925	TSC22D4	7	100463359
ENSG00000166924	NYAP1	7	100483927
ENSG00000106351	AGFG2	7	100539203
ENSG00000205307	SAP25	7	100572228
ENSG00000077454	LRCH4	7	100574011
ENSG00000106336	FBXO24	7	100583982
ENSG00000106333	PCOLCE	7	100602363
ENSG00000106330	MOSPD3	7	100612102
ENSG00000106327	TFR2	7	100620416
ENSG00000077080	ACTL6B	7	100643097
ENSG00000172354	GNB2	7	100673567
ENSG00000146830	GIGYF1	7	100679507
ENSG00000172336	POP7	7	100706121
ENSG00000130427	EPO	7	100720468
ENSG00000146839	ZAN	7	100733595
ENSG00000196411	EPHB4	7	100802565
ENSG00000146828	SLC12A9	7	100826820
ENSG00000087077	TRIP6	7	100867387
ENSG00000087087	SRRT	7	100875103
ENSG00000176125	UFSP1	7	100888721
ENSG00000087085	ACHE	7	100889994
ENSG00000169894	MUC3A	7	100949534
ENSG00000205277	MUC12	7	100969565
ENSG00000169876	MUC17	7	101020072
ENSG00000169871	TRIM56	7	101085481
ENSG00000106366	SERPINE1	7	101127104
ENSG00000106367	AP1S1	7	101154456
ENSG00000128564	VGF	7	101162509
ENSG00000167011	NAT16	7	101170496
ENSG00000106384	MOGAT3	7	101195007
ENSG00000106397	PLOD3	7	101205977
ENSG00000106400	ZNHIT1	7	101218165
ENSG00000106404	CLDN15	7	101232092
ENSG00000214253	FIS1	7	101239458
ENSG00000128581	IFT22	7	101310914
ENSG00000160963	COL26A1	7	101362875
ENSG00000106436	MYL10	7	101613330
ENSG00000257923	CUX1	7	101815904
ENSG00000160999	SH2B2	7	102285091
ENSG00000260097	SPDYE6	7	102345746
ENSG00000128563	PRKRIP1	7	102363872
ENSG00000160991	ORAI2	7	102433106
ENSG00000160993	ALKBH4	7	102456238
ENSG00000161036	LRWD1	7	102464956
ENSG00000005075	POLR2J	7	102473128
ENSG00000170667	RASA4B	7	102479976
ENSG00000168255	POLR2J3	7	102537918
ENSG00000284981	UPK3BL2	7	102538417
ENSG00000205238	SPDYE2	7	102551221
ENSG00000285437	POLR2J3	7	102562133
ENSG00000105808	RASA4	7	102579646
ENSG00000267368	UPK3BL1	7	102637025
ENSG00000173678	SPDYE2B	7	102650319
ENSG00000228049	POLR2J2	7	102665368
ENSG00000222011	FAM185A	7	102748971
ENSG00000161040	FBXL13	7	102813230
ENSG00000128606	LRRC17	7	102913000
ENSG00000170632	ARMC10	7	103074881
ENSG00000161048	NAPEPLD	7	103099776
ENSG00000105819	PMPCB	7	103297435
ENSG00000105821	DNAJC2	7	103312289
ENSG00000161057	PSMC2	7	103328570
ENSG00000170615	SLC26A5	7	103352730
ENSG00000189056	RELN	7	103471381
ENSG00000164815	ORC5	7	104126341
ENSG00000187416	LHFPL3	7	104328603
ENSG00000005483	KMT2E	7	104940943
ENSG00000135250	SRPK2	7	105110704
ENSG00000091127	PUS7	7	105439661
ENSG00000135249	RINT1	7	105532169
ENSG00000185055	EFCAB10	7	105565120
ENSG00000146776	ATXN7L1	7	105604772
ENSG00000128536	CDHR3	7	105876796
ENSG00000008282	SYPL1	7	106090505
ENSG00000105835	NAMPT	7	106248298
ENSG00000253276	CCDC71L	7	106654360
ENSG00000105851	PIK3CG	7	106865278
ENSG00000005249	PRKAR2B	7	107044705
ENSG00000105856	HBP1	7	107168961
ENSG00000164597	COG5	7	107201372
ENSG00000172209	GPR22	7	107470018
ENSG00000105865	DUS4L	7	107563484
ENSG00000288558	DUS4L-BCAP29	7	107563971
ENSG00000075790	BCAP29	7	107580246
ENSG00000091137	SLC26A4	7	107660828
ENSG00000105879	CBLL1	7	107743949
ENSG00000091138	SLC26A3	7	107765467
ENSG00000091140	DLD	7	107891162
ENSG00000091136	LAMB1	7	107923799
ENSG00000091128	LAMB4	7	108023548
ENSG00000091129	NRCAM	7	108147623
ENSG00000135241	PNPLA8	7	108470417
ENSG00000177683	THAP5	7	108554543
ENSG00000128590	DNAJB9	7	108569867
ENSG00000184903	IMMP2L	7	110662644
ENSG00000173114	LRRN3	7	111091006
ENSG00000128512	DOCK4	7	111726110
ENSG00000198839	ZNF277	7	112206695
ENSG00000006652	IFRD1	7	112422887
ENSG00000181016	LSMEM1	7	112480853
ENSG00000146802	TMEM168	7	112762377
ENSG00000164603	BMT2	7	112819147
ENSG00000164604	GPR85	7	113078331
ENSG00000214194	SMIM30	7	113116718
ENSG00000154415	PPP1R3A	7	113876777
ENSG00000128573	FOXP2	7	114086327
ENSG00000135272	MDFIC	7	114922094
ENSG00000105967	TFEC	7	115935148
ENSG00000135269	TES	7	116210506
ENSG00000105971	CAV2	7	116287380
ENSG00000105974	CAV1	7	116524994
ENSG00000105976	MET	7	116672196
ENSG00000198898	CAPZA2	7	116811070
ENSG00000004866	ST7	7	116953238
ENSG00000105989	WNT2	7	117275451
ENSG00000001626	CFTR	7	117287120
ENSG00000154438	ASZ1	7	117363222
ENSG00000077063	CTTNBP2	7	117710651
ENSG00000128534	LSM8	7	118184144
ENSG00000106013	ANKRD7	7	118214669
ENSG00000184408	KCND2	7	120273175
ENSG00000106025	TSPAN12	7	120787320
ENSG00000071243	ING3	7	120950763
ENSG00000106034	CPED1	7	120988697
ENSG00000002745	WNT16	7	121325367
ENSG00000196937	FAM3C	7	121348878
ENSG00000106278	PTPRZ1	7	121873089
ENSG00000008311	AASS	7	122064583
ENSG00000128610	FEZF1	7	122301303
ENSG00000081803	CADPS2	7	122318411
ENSG00000188050	RNF133	7	122697735
ENSG00000235631	RNF148	7	122701668
ENSG00000128519	TAS2R16	7	122994704
ENSG00000081800	SLC13A1	7	123113531
ENSG00000164675	IQUB	7	123452193
ENSG00000128609	NDUFA5	7	123536997
ENSG00000146809	ASB15	7	123567010
ENSG00000170807	LMOD2	7	123655866
ENSG00000106299	WASL	7	123681943
ENSG00000106302	HYAL4	7	123828983
ENSG00000106304	SPAM1	7	123925237
ENSG00000234224	TMEM229A	7	124030921
ENSG00000230268	SSU72P8	7	124476371
ENSG00000170775	GPR37	7	124743885
ENSG00000128513	POT1	7	124822386
ENSG00000179603	GRM8	7	126438598
ENSG00000048405	ZNF800	7	127346790
ENSG00000179562	GCC1	7	127580628
ENSG00000004059	ARF5	7	127588386
ENSG00000106328	FSCN3	7	127591409
ENSG00000106331	PAX4	7	127610292
ENSG00000197157	SND1	7	127652194
ENSG00000128594	LRRC4	7	128027071
ENSG00000174697	LEP	7	128241278
ENSG00000106344	RBM28	7	128297685
ENSG00000224940	PRRT4	7	128350325
ENSG00000106348	IMPDH1	7	128392277
ENSG00000135245	HILPDA	7	128455849
ENSG00000165055	METTL2B	7	128476729
ENSG00000205085	FAM71F2	7	128671693
ENSG00000135248	FAM71F1	7	128709061
ENSG00000128595	CALU	7	128739292
ENSG00000128617	OPN1SW	7	128772485
ENSG00000128596	CCDC136	7	128790757
ENSG00000128591	FLNC	7	128830406
ENSG00000135253	KCP	7	128862042
ENSG00000128524	ATP6V1F	7	128862856
ENSG00000272899	ATP6V1FNB	7	128866330
ENSG00000128604	IRF5	7	128937457
ENSG00000064419	TNPO3	7	128954180
ENSG00000158457	TSPAN33	7	129144707
ENSG00000128602	SMO	7	129188633
ENSG00000158467	AHCYL2	7	129225030
ENSG00000128578	STRIP2	7	129434432
ENSG00000240204	SMKR1	7	129502531
ENSG00000106459	NRF1	7	129611720
ENSG00000186591	UBE2H	7	129830732
ENSG00000091732	ZC3HC1	7	130018287
ENSG00000128607	KLHDC10	7	130070534
ENSG00000146842	TMEM209	7	130164713
ENSG00000165120	SSMEM1	7	130206344
ENSG00000158516	CPA2	7	130266863
ENSG00000128510	CPA4	7	130293134
ENSG00000158525	CPA5	7	130344816
ENSG00000091704	CPA1	7	130380339
ENSG00000106477	CEP41	7	130393771
ENSG00000106484	MEST	7	130486171
ENSG00000158623	COPG2	7	130506238
ENSG00000213265	TSGA13	7	130668643
ENSG00000266265	KLF14	7	130730697
ENSG00000128585	MKLN1	7	131110096
ENSG00000128567	PODXL	7	131500262
ENSG00000221866	PLXNA4	7	132123340
ENSG00000106554	CHCHD3	7	132784870
ENSG00000131558	EXOC4	7	133253073
ENSG00000155530	LRGUK	7	134127299
ENSG00000205060	SLC35B4	7	134289332
ENSG00000085662	AKR1B1	7	134442356
ENSG00000198074	AKR1B10	7	134527567
ENSG00000227471	AKR1B15	7	134549110
ENSG00000172331	BPGM	7	134646811
ENSG00000122786	CALD1	7	134744252
ENSG00000146856	AGBL3	7	134986508
ENSG00000122783	CYREN	7	135092363
ENSG00000146859	TMEM140	7	135148072
ENSG00000105875	WDR91	7	135183839
ENSG00000146857	STRA8	7	135231979
ENSG00000080802	CNOT4	7	135361795
ENSG00000155561	NUP205	7	135557917
ENSG00000243317	STMP1	7	135662496
ENSG00000164707	SLC13A4	7	135681231
ENSG00000189320	FAM180A	7	135728348
ENSG00000105887	MTPN	7	135926760
ENSG00000181072	CHRM2	7	136868652
ENSG00000105894	PTN	7	137227341
ENSG00000157680	DGKI	7	137381037
ENSG00000182158	CREB3L2	7	137874979
ENSG00000122787	AKR1D1	7	138002324
ENSG00000122779	TRIM24	7	138460259
ENSG00000157703	SVOPL	7	138594285
ENSG00000105929	ATP6V0A4	7	138706294
ENSG00000214128	TMEM213	7	138797952
ENSG00000122778	KIAA1549	7	138831381
ENSG00000146858	ZC3HAV1L	7	139025706
ENSG00000105939	ZC3HAV1	7	139043515
ENSG00000105948	TTC26	7	139133744
ENSG00000157741	UBN2	7	139230356
ENSG00000164898	FMC1	7	139339457
ENSG00000146963	LUC7L2	7	139340359
ENSG00000269955	FMC1-LUC7L2	7	139341360
ENSG00000188883	KLRG2	7	139452690
ENSG00000236279	CLEC2L	7	139523685
ENSG00000064393	HIPK2	7	139561570
ENSG00000059377	TBXAS1	7	139777051
ENSG00000059378	PARP12	7	140023749
ENSG00000006459	KDM7A	7	140084746
ENSG00000157800	SLC37A3	7	140293693
ENSG00000146955	RAB19	7	140404058
ENSG00000133606	MKRN1	7	140453033
ENSG00000146966	DENND2A	7	140518420
ENSG00000133597	ADCK2	7	140672945
ENSG00000090266	NDUFB2	7	140690777
ENSG00000157764	BRAF	7	140719327
ENSG00000090263	MRPS33	7	141002610
ENSG00000261115	TMEM178B	7	141074064
ENSG00000006530	AGK	7	141551278
ENSG00000257093	DENND11	7	141656728
ENSG00000214102	WEE2	7	141708353
ENSG00000106028	SSBP1	7	141738334
ENSG00000127362	TAS2R3	7	141764097
ENSG00000127364	TAS2R4	7	141776674
ENSG00000127366	TAS2R5	7	141790217
ENSG00000165076	PRSS37	7	141836300
ENSG00000257335	MGAM	7	141907813
ENSG00000258083	OR9A4	7	141916399
ENSG00000258227	CLEC5A	7	141927357
ENSG00000257138	TAS2R38	7	141972631
ENSG00000257743	MGAM2	7	142111718
ENSG00000258223	PRSS58	7	142252143
ENSG00000270672	MTRNR2L6	7	142666272
ENSG00000204983	PRSS1	7	142749468
ENSG00000275896	PRSS2	7	142760398
ENSG00000106123	EPHB6	7	142855061
ENSG00000165125	TRPV6	7	142871208
ENSG00000127412	TRPV5	7	142908101
ENSG00000165131	LLCFC1	7	142939343
ENSG00000197993	KEL	7	142941114
ENSG00000179468	OR9A2	7	143026200
ENSG00000225781	OR6V1	7	143052341
ENSG00000159763	PIP	7	143132077
ENSG00000236398	TAS2R39	7	143183419
ENSG00000221937	TAS2R40	7	143222037
ENSG00000197448	GSTK1	7	143244093
ENSG00000178826	TMEM139	7	143279957
ENSG00000106144	CASP2	7	143288215
ENSG00000188037	CLCN1	7	143316111
ENSG00000159784	FAM131B	7	143353400
ENSG00000159840	ZYX	7	143381295
ENSG00000146904	EPHA1	7	143390289
ENSG00000185899	TAS2R60	7	143443453
ENSG00000221855	TAS2R41	7	143477873
ENSG00000271079	CTAGE15	7	143571801
ENSG00000170379	TCAF2	7	143620952
ENSG00000283528	TCAF2C	7	143639230
ENSG00000271321	CTAGE6	7	143755089
ENSG00000198420	TCAF1	7	143851375
ENSG00000221910	OR2F2	7	143935233
ENSG00000213215	OR2F1	7	143954844
ENSG00000221813	OR6B1	7	144000320
ENSG00000221836	OR2A5	7	144048948
ENSG00000221933	OR2A25	7	144069811
ENSG00000221858	OR2A12	7	144086278
ENSG00000221989	OR2A2	7	144109583
ENSG00000221938	OR2A14	7	144123176
ENSG00000288784	CTAGE4	7	144183466
ENSG00000213214	ARHGEF35	7	144186083
ENSG00000212807	OR2A42	7	144228244
ENSG00000243896	OR2A7	7	144257663
ENSG00000289604	CTAGE8	7	144266674
ENSG00000221970	OR2A1	7	144312419
ENSG00000050327	ARHGEF5	7	144355288
ENSG00000106410	NOBOX	7	144397240
ENSG00000196511	TPK1	7	144451941
ENSG00000174469	CNTNAP2	7	146116002
ENSG00000170279	C7orf33	7	148590766
ENSG00000055130	CUL1	7	148697914
ENSG00000106462	EZH2	7	148807257
ENSG00000155660	PDIA4	7	149003062
ENSG00000197362	ZNF786	7	149069641
ENSG00000204947	ZNF425	7	149102784
ENSG00000197024	ZNF398	7	149126416
ENSG00000170265	ZNF282	7	149195546
ENSG00000170260	ZNF212	7	149239651
ENSG00000204946	ZNF783	7	149262171
ENSG00000196453	ZNF777	7	149431363
ENSG00000181220	ZNF746	7	149472696
ENSG00000133619	KRBA1	7	149714781
ENSG00000181444	ZNF467	7	149764182
ENSG00000106479	ZNF862	7	149838375
ENSG00000171130	ATP6V0E2	7	149872968
ENSG00000106526	ACTR3C	7	150243916
ENSG00000188707	ZBED6CL	7	150322639
ENSG00000127399	LRRC61	7	150323263
ENSG00000106538	RARRES2	7	150338317
ENSG00000214022	REPIN1	7	150368189
ENSG00000196456	ZNF775	7	150368790
ENSG00000171115	GIMAP8	7	150450630
ENSG00000179144	GIMAP7	7	150514872
ENSG00000133574	GIMAP4	7	150567369
ENSG00000133561	GIMAP6	7	150625375
ENSG00000106560	GIMAP2	7	150685697
ENSG00000213203	GIMAP1	7	150716606
ENSG00000281887	GIMAP1-GIMAP5	7	150716668
ENSG00000196329	GIMAP5	7	150722253
ENSG00000106565	TMEM176B	7	150791285
ENSG00000002933	TMEM176A	7	150800403
ENSG00000002726	AOC1	7	150824627
ENSG00000055118	KCNH2	7	150944961
ENSG00000164867	NOS3	7	150991017
ENSG00000181652	ATG9B	7	151012209
ENSG00000197150	ABCB8	7	151028422
ENSG00000213199	ASIC3	7	151048292
ENSG00000164885	CDK5	7	151053815
ENSG00000164889	SLC4A2	7	151057210
ENSG00000164896	FASTK	7	151076624
ENSG00000164897	TMUB1	7	151081085
ENSG00000133612	AGAP3	7	151085831
ENSG00000164900	GBX1	7	151148009
ENSG00000146926	ASB10	7	151175698
ENSG00000278685	IQCA1L	7	151190873
ENSG00000285292	ABCF2-H2BE1	7	151207837
ENSG00000285480	H2BE1	7	151207837
ENSG00000033050	ABCF2	7	151211484
ENSG00000033100	CHPF2	7	151232483
ENSG00000082014	SMARCD3	7	151238764
ENSG00000013374	NUB1	7	151341772
ENSG00000187260	WDR86	7	151375909
ENSG00000127377	CRYGN	7	151428832
ENSG00000106615	RHEB	7	151466012
ENSG00000106617	PRKAG2	7	151556124
ENSG00000106648	GALNTL5	7	151956379
ENSG00000178234	GALNT11	7	152025674
ENSG00000055609	KMT2C	7	152134922
ENSG00000196584	XRCC2	7	152644776
ENSG00000133627	ACTR3B	7	152759749
ENSG00000130226	DPP6	7	153887097
ENSG00000157212	PAXIP1	7	154943687
ENSG00000157219	HTR5A	7	155070324
ENSG00000186480	INSIG1	7	155297776
ENSG00000164778	EN2	7	155458129
ENSG00000146910	CNPY1	7	155474206
ENSG00000184863	RBM33	7	155644451
ENSG00000164690	SHH	7	155799980
ENSG00000105982	RNF32	7	156640281
ENSG00000105983	LMBR1	7	156668946
ENSG00000146909	NOM1	7	156949712
ENSG00000130675	MNX1	7	156994051
ENSG00000009335	UBE3C	7	157138916
ENSG00000105993	DNAJB6	7	157335381
ENSG00000155093	PTPRN2	7	157539056
ENSG00000146918	NCAPG2	7	158631169
ENSG00000117868	ESYT2	7	158730995
ENSG00000126870	DYNC2I1	7	158856558
ENSG00000106018	VIPR2	7	159028175
ENSG00000176269	OR4F21	8	166086
ENSG00000172748	ZNF596	8	232137
ENSG00000147364	FBXO25	8	406428
ENSG00000180190	TDRP	8	489803
ENSG00000104714	ERICH1	8	614746
ENSG00000198010	DLGAP2	8	737628
ENSG00000182372	CLN8	8	1755778
ENSG00000283239	KBTBD11-OT1	8	1763888
ENSG00000104728	ARHGEF10	8	1823926
ENSG00000176595	KBTBD11	8	1973677
ENSG00000036448	MYOM2	8	2045046
ENSG00000183117	CSMD1	8	2935353
ENSG00000147316	MCPH1	8	6406592
ENSG00000091879	ANGPT2	8	6499632
ENSG00000155189	AGPAT5	8	6708642
ENSG00000275591	XKR5	8	6808517
ENSG00000164825	DEFB1	8	6870592
ENSG00000164822	DEFA6	8	6924697
ENSG00000164821	DEFA4	8	6935820
ENSG00000206047	DEFA1	8	6977649
ENSG00000240247	DEFA1B	8	6996766
ENSG00000239839	DEFA3	8	7015869
ENSG00000164816	DEFA5	8	7055304
ENSG00000230549	USP17L1	8	7332387
ENSG00000236125	USP17L4	8	7337115
ENSG00000215372	ZNF705G	8	7355517
ENSG00000177257	DEFB4B	8	7414855
ENSG00000177243	DEFB103B	8	7428888
ENSG00000164871	SPAG11B	8	7442684
ENSG00000177023	DEFB104B	8	7470308
ENSG00000187082	DEFB106B	8	7482504
ENSG00000186599	DEFB105B	8	7487679
ENSG00000198129	DEFB107B	8	7495911
ENSG00000255251	PRR23D1	8	7539627
ENSG00000285975	FAM90A7P	8	7556700
ENSG00000285687	FAM90A22P	8	7571995
ENSG00000285765	FAM90A23P	8	7579644
ENSG00000285814	FAM90A14P	8	7715443
ENSG00000285913	FAM90A18P	8	7723091
ENSG00000285620	FAM90A16P	8	7730739
ENSG00000285937	FAM90A8P	8	7738387
ENSG00000285720	FAM90A17P	8	7746034
ENSG00000285657	FAM90A19P	8	7753682
ENSG00000285607	FAM90A9P	8	7761330
ENSG00000285950	FAM90A10P	8	7768977
ENSG00000255378	PRR23D2	8	7778591
ENSG00000186572	DEFB107A	8	7811720
ENSG00000186562	DEFB105A	8	7821004
ENSG00000186579	DEFB106A	8	7825139
ENSG00000176782	DEFB104A	8	7836436
ENSG00000178287	SPAG11A	8	7847876
ENSG00000176797	DEFB103A	8	7881392
ENSG00000171711	DEFB4A	8	7894677
ENSG00000215356	ZNF705B	8	7926337
ENSG00000237038	USP17L8	8	7971661
ENSG00000225327	USP17L3	8	7976393
ENSG00000275342	PRAG1	8	8317736
ENSG00000253958	CLDN23	8	8701937
ENSG00000147324	MFHAS1	8	8783354
ENSG00000104626	ERI1	8	9002147
ENSG00000173281	PPP1R3B	8	9136255
ENSG00000173273	TNKS	8	9555912
ENSG00000175806	MSRA	8	10054292
ENSG00000253649	PRSS51	8	10482878
ENSG00000184647	PRSS55	8	10525532
ENSG00000183638	RP1L1	8	10606349
ENSG00000171060	C8orf74	8	10672628
ENSG00000171056	SOX7	8	10723768
ENSG00000258724	PINX1	8	10725399
ENSG00000254093	PINX1	8	10764961
ENSG00000171044	XKR6	8	10896045
ENSG00000104643	MTMR9	8	11284816
ENSG00000177710	SLC35G5	8	11331012
ENSG00000154319	FAM167A	8	11421476
ENSG00000136573	BLK	8	11486894
ENSG00000136574	GATA4	8	11676959
ENSG00000154328	NEIL2	8	11769639
ENSG00000079459	FDFT1	8	11795573
ENSG00000164733	CTSB	8	11842524
ENSG00000205884	DEFB136	8	11973937
ENSG00000205883	DEFB135	8	11982256
ENSG00000205882	DEFB134	8	11993174
ENSG00000233050	DEFB130B	8	12064389
ENSG00000215343	ZNF705D	8	12104389
ENSG00000226430	USP17L7	8	12132417
ENSG00000223443	USP17L2	8	12136435
ENSG00000186523	FAM86B1	8	12182096
