Gene stable ID	Gene name	Chromosome/scaffold name	Gene start (bp)
ENSMUSG00000099823	Gm28054	9	92777885
ENSMUSG00000101309	Gm29397	9	92858279
ENSMUSG00000100294	1700034K08Rik	9	92861967
ENSMUSG00000098171	Gm9621	9	93273421
ENSMUSG00000111630	Gm47165	9	93451627
ENSMUSG00000111352	Gm5369	9	94021515
ENSMUSG00000064889	Gm24200	9	94166549
ENSMUSG00000101949	Gm5370	9	94289606
ENSMUSG00000099359	Gm28934	9	94298611
ENSMUSG00000045414	Dipk2a	9	94399917
ENSMUSG00000111019	Gm39404	9	94474249
ENSMUSG00000089551	Gm24178	9	94526072
ENSMUSG00000101595	Gm29395	9	94549261
ENSMUSG00000031129	Slc9a9	9	94551962
ENSMUSG00000089709	Gm16262	9	94577757
ENSMUSG00000098251	Mir7656	9	94633882
ENSMUSG00000111087	Gm47168	9	94874068
ENSMUSG00000033350	Chst2	9	95281345
ENSMUSG00000103755	Gm37805	9	95289514
ENSMUSG00000101281	Gm8449	9	95292722
ENSMUSG00000101459	Gm19193	9	95307683
ENSMUSG00000032407	U2surp	9	95338951
ENSMUSG00000101037	Gm28424	9	95394204
ENSMUSG00000110827	Gm32281	9	95436550
ENSMUSG00000064225	Paqr9	9	95441710
ENSMUSG00000086585	Gm16126	9	95500964
ENSMUSG00000101936	Gm28164	9	95504031
ENSMUSG00000065346	Gm25582	9	95506555
ENSMUSG00000086248	Gm16127	9	95519025
ENSMUSG00000015354	Pcolce2	9	95519654
ENSMUSG00000100825	Itpa-ps2	9	95557482
ENSMUSG00000032839	Trpc1	9	95587135
ENSMUSG00000049493	Pls1	9	95634695
ENSMUSG00000096655	1700065D16Rik	9	95737471
ENSMUSG00000032409	Atr	9	95739650
ENSMUSG00000089085	Gm24004	9	95816666
ENSMUSG00000097777	Gm16794	9	95824098
ENSMUSG00000032410	Xrn1	9	95836813
ENSMUSG00000101867	C78334	9	95899987
ENSMUSG00000100931	Gm28085	9	95909154
ENSMUSG00000103507	Gm38375	9	95910677
ENSMUSG00000041440	Gk5	9	96001415
ENSMUSG00000032411	Tfdp2	9	96078328
ENSMUSG00000103611	Gm37195	9	96101183
ENSMUSG00000100382	Gm28924	9	96151914
ENSMUSG00000032412	Atp1b3	9	96214708
ENSMUSG00000118397	Gm50488	9	96308379
ENSMUSG00000056418	BC043934	9	96317836
ENSMUSG00000051234	Rnf7	9	96352990
ENSMUSG00000099564	Gm28729	9	96368054
ENSMUSG00002075467	5S_rRNA	9	96377185
ENSMUSG00000101615	Gm8495	9	96419214
ENSMUSG00000032413	Rasa2	9	96421353
ENSMUSG00002075067	5S_rRNA	9	96431647
ENSMUSG00000100522	Gm19280	9	96466356
ENSMUSG00000040433	Zbtb38	9	96564823
ENSMUSG00000102097	A930006L05Rik	9	96587881
ENSMUSG00000101581	C430002N11Rik	9	96647615
ENSMUSG00000100383	Gm28688	9	96691809
ENSMUSG00000100922	Gm8520	9	96695520
ENSMUSG00000043587	Pxylp1	9	96705389
ENSMUSG00000062933	Gm10123	9	96777711
ENSMUSG00000101209	Gm8524	9	96787560
ENSMUSG00000046997	Spsb4	9	96825535
ENSMUSG00000085541	Gm16010	9	96898019
ENSMUSG00000101376	Gm18291	9	96924615
ENSMUSG00000101365	Gm19325	9	96929497
ENSMUSG00000032449	Slc25a36	9	96957014
ENSMUSG00000084911	Gm16185	9	96967379
ENSMUSG00000101502	Rpl7a-ps10	9	97061232
ENSMUSG00000101000	Gm5371	9	97091097
ENSMUSG00000101953	Gm29241	9	97109853
ENSMUSG00000099444	Gm29240	9	97115868
ENSMUSG00000104167	A030012G06Rik	9	97171239
ENSMUSG00000032451	Trim42	9	97231615
ENSMUSG00000087167	Gm15891	9	97231669
ENSMUSG00000077208	Gm25607	9	97321554
ENSMUSG00000032452	Clstn2	9	97326448
ENSMUSG00000104462	Gm37661	9	97810659
ENSMUSG00000090255	4921534H16Rik	9	97885473
ENSMUSG00000046995	2610303G11Rik	9	98068580
ENSMUSG00000032456	Nmnat3	9	98169488
ENSMUSG00000101452	Gm28530	9	98183703
ENSMUSG00000046402	Rbp1	9	98305014
ENSMUSG00000032454	Rbp2	9	98368168
ENSMUSG00000103579	Gm37113	9	98376021
ENSMUSG00000051074	4930579K19Rik	9	98444282
ENSMUSG00000032458	Copb2	9	98445774
ENSMUSG00000111777	Gm47147	9	98457361
ENSMUSG00000032459	Mrps22	9	98470783
ENSMUSG00000102861	Gm37637	9	98472548
ENSMUSG00000102458	Pisrt1	9	98587805
ENSMUSG00000102013	E330023G01Rik	9	98630652
ENSMUSG00000102889	Gm37282	9	98649706
ENSMUSG00000103276	Gm37917	9	98649983
ENSMUSG00000103949	Gm38226	9	98653158
ENSMUSG00000091080	Prr23a1	9	98724556
ENSMUSG00000063058	Prr23a2	9	98738547
ENSMUSG00000090470	Prr23a3	9	98746820
ENSMUSG00000100839	Gm5920	9	98755117
ENSMUSG00000110788	Gm33700	9	98770264
ENSMUSG00000074123	7420426K07Rik	9	98785172
ENSMUSG00000111411	Gm33778	9	98801031
ENSMUSG00000101240	Gm28266	9	98807227
ENSMUSG00000097072	Foxl2os	9	98831834
ENSMUSG00000050397	Foxl2	9	98837341
ENSMUSG00000032463	Faim	9	98868426
ENSMUSG00000044860	Gm1123	9	98888843
ENSMUSG00000032462	Pik3cb	9	98918707
ENSMUSG00000101498	Gm2950	9	99102101
ENSMUSG00000096316	Faiml	9	99111429
ENSMUSG00000103638	Gm38327	9	99123904
ENSMUSG00000056267	Cep70	9	99125420
ENSMUSG00000111651	Gm47199	9	99141528
ENSMUSG00000111383	Gm18914	9	99142998
ENSMUSG00000100281	4930422M22Rik	9	99181060
ENSMUSG00000103857	Gm37249	9	99189636
ENSMUSG00000037681	Esyt3	9	99192016
ENSMUSG00000103452	1700008A23Rik	9	99204879
ENSMUSG00000100123	Gm28087	9	99249086
ENSMUSG00000032470	Mras	9	99267473
ENSMUSG00000046242	Nme9	9	99333528
ENSMUSG00000032468	Armc8	9	99360425
ENSMUSG00000032469	Dbr1	9	99457852
ENSMUSG00000037953	A4gnt	9	99494555
ENSMUSG00000037784	Dzip1l	9	99511549
ENSMUSG00000032473	Cldn18	9	99571514
ENSMUSG00000089655	Gm16004	9	99590452
ENSMUSG00000077215	Gm23949	9	99632444
ENSMUSG00000110929	Gm47757	9	99730336
ENSMUSG00000053747	Sox14	9	99756159
ENSMUSG00000077495	Gm23594	9	99825762
ENSMUSG00000099631	Gm8641	9	99828617
ENSMUSG00000101584	4930519F24Rik	9	99904353
ENSMUSG00000103407	4930540E01Rik	9	100055054
ENSMUSG00000101042	Gm28167	9	100203664
ENSMUSG00000111258	Gm34397	9	100266255
ENSMUSG00000100122	Gm28267	9	100286548
ENSMUSG00000101287	Gm28166	9	100332375
ENSMUSG00000044244	Il20rb	9	100339772
ENSMUSG00000032475	Nck1	9	100374346
ENSMUSG00000100176	Gm28586	9	100412669
ENSMUSG00000070287	Slc35g2	9	100434241
ENSMUSG00000037286	Stag1	9	100479851
ENSMUSG00000111164	Gm47803	9	100486907
ENSMUSG00000086225	Gm8661	9	100507027
ENSMUSG00000103657	Gm37204	9	100547892
ENSMUSG00000104272	Gm38297	9	100585266
ENSMUSG00000103624	Gm3081	9	100759144
ENSMUSG00000032527	Pccb	9	100864085
ENSMUSG00000100563	Gm3096	9	100935595
ENSMUSG00000066415	Msl2	9	100956154
ENSMUSG00000104383	Gm37553	9	100970176
ENSMUSG00000043154	Ppp2r3a	9	100982283
ENSMUSG00000104392	Gm37962	9	100991004
ENSMUSG00000103672	Gm37621	9	100993900
ENSMUSG00000104061	Gm37953	9	101027511
ENSMUSG00000102452	Gm38344	9	101063755
ENSMUSG00000104094	Gm37314	9	101065797
ENSMUSG00000077393	Gm24338	9	101100151
ENSMUSG00000101001	Gm3121	9	101158567
ENSMUSG00000099947	Gm28660	9	101214919
ENSMUSG00000101941	Gm28979	9	101219393
ENSMUSG00000119713	Gm24638	9	101270178
ENSMUSG00000101550	Gm29385	9	101312882
ENSMUSG00000061486	Gm5161	9	101325700
ENSMUSG00000111696	Gm47932	9	101632114
ENSMUSG00000111269	Gm47933	9	101634952
ENSMUSG00000111672	Gm47934	9	101635741
ENSMUSG00000100807	Gm29521	9	101647568
ENSMUSG00000057710	9630041A04Rik	9	101739040
ENSMUSG00000104282	Gm37460	9	101788207
ENSMUSG00000032537	Ephb1	9	101799327
ENSMUSG00000103026	Gm31326	9	101866459
ENSMUSG00000104041	Gm37562	9	101929429
ENSMUSG00000065107	n-R5s88	9	102005087
ENSMUSG00000101648	Gm29388	9	102028441
ENSMUSG00000102963	Gm37945	9	102049937
ENSMUSG00000102702	Gm37260	9	102150935
ENSMUSG00000098521	Mir7243	9	102182123
ENSMUSG00002075265	U6	9	102250317
ENSMUSG00000111859	Gm47983	9	102363989
ENSMUSG00000035606	Ky	9	102382949
ENSMUSG00002075918	5S_rRNA	9	102424965
ENSMUSG00000101563	Gm7364	9	102428831
ENSMUSG00000102126	Gm29143	9	102433307
ENSMUSG00000100279	Gm29387	9	102436499
ENSMUSG00000110739	Gm17950	9	102447781
ENSMUSG00000032534	Cep63	9	102461787
ENSMUSG00000035048	Anapc13	9	102503495
ENSMUSG00000099491	4930533D04Rik	9	102570084
ENSMUSG00000102200	Gm36957	9	102575378
ENSMUSG00000032531	Amotl2	9	102593871
ENSMUSG00000093812	Gm5627	9	102616847
ENSMUSG00000102204	Gm36958	9	102641834
ENSMUSG00000110884	Gm47416	9	102648694
ENSMUSG00000111395	Gm18655	9	102697060
ENSMUSG00000032547	Ryk	9	102712116
ENSMUSG00000110877	Gm47427	9	102729034
ENSMUSG00000032548	Slco2a1	9	102865911
ENSMUSG00002076769	7SK	9	102869094
ENSMUSG00002075362	5S_rRNA	9	102888616
ENSMUSG00000077438	Gm22595	9	102899536
ENSMUSG00000110765	Gm47468	9	102959940
ENSMUSG00000032549	Rab6b	9	102988986
ENSMUSG00000102461	Gm37166	9	102997567
ENSMUSG00000032553	Srprb	9	103065231
ENSMUSG00000032554	Trf	9	103081200
ENSMUSG00000033688	1300017J02Rik	9	103127720
ENSMUSG00000032555	Topbp1	9	103182414
ENSMUSG00000032803	Cdv3	9	103230293
ENSMUSG00000101419	Gm29600	9	103286368
ENSMUSG00000111399	Gm47328	9	103289557
ENSMUSG00000086236	5830418P13Rik	9	103300777
ENSMUSG00000032556	Bfsp2	9	103302123
ENSMUSG00000085168	Gm16252	9	103349283
ENSMUSG00000042757	Tmem108	9	103360146
ENSMUSG00000111278	Gm32743	9	103398986
ENSMUSG00002076725	U6	9	103404016
ENSMUSG00000102257	Gm37649	9	103418502
ENSMUSG00000099616	4932413F04Rik	9	103434289
ENSMUSG00000102441	Gm38032	9	103475775
ENSMUSG00000100266	Gm5372	9	103765208
ENSMUSG00000099722	Gm29154	9	103765622
ENSMUSG00000111035	Gm33054	9	103878959
ENSMUSG00000032558	Nphp3	9	103879743
ENSMUSG00000101152	Gm28305	9	103917861
ENSMUSG00000103062	Gm37200	9	103920804
ENSMUSG00000032557	Uba5	9	103923798
ENSMUSG00000104268	Gm37750	9	103930526
ENSMUSG00000090150	Acad11	9	103940576
ENSMUSG00000079355	Ackr4	9	103961356
ENSMUSG00000111039	Gm47000	9	103978334
ENSMUSG00000111218	Gm46999	9	103981635
ENSMUSG00000032560	Dnajc13	9	104028481
ENSMUSG00000099773	Hmgb1-rs16	9	104046398
ENSMUSG00000104040	Gm37563	9	104139304
ENSMUSG00000032561	Acpp	9	104165450
ENSMUSG00000100346	Gm28996	9	104221330
ENSMUSG00000099599	Gm28548	9	104239031
ENSMUSG00000089406	Mir2136	9	104303312
ENSMUSG00000089116	Gm25904	9	104358567
ENSMUSG00000032564	Cpne4	9	104424485
ENSMUSG00000032563	Mrpl3	9	104930438
ENSMUSG00000104344	Gm38077	9	104941976
ENSMUSG00000111044	Gm47106	9	104942004
ENSMUSG00000111472	Gm47103	9	104963119
ENSMUSG00000111824	Gm47102	9	104964274
ENSMUSG00000032565	Nudt16	9	105006102
ENSMUSG00000032566	Nudt16l2	9	105020541
ENSMUSG00000035032	Nek11	9	105039355
ENSMUSG00000103118	Gm37582	9	105040324
ENSMUSG00000093590	Gm20643	9	105085395
ENSMUSG00000085430	Gm15619	9	105210712
ENSMUSG00000032567	Aste1	9	105272591
ENSMUSG00000032570	Atp2c1	9	105280738
ENSMUSG00000099373	Gm19667	9	105347719
ENSMUSG00000101464	Gm7436	9	105422636
ENSMUSG00000101597	Gm5621	9	105437321
ENSMUSG00000032571	Pik3r4	9	105520177
ENSMUSG00000084659	Gm22720	9	105550664
ENSMUSG00000043719	Col6a6	9	105565008
ENSMUSG00000102877	Gm38314	9	105604984
ENSMUSG00000091345	Col6a5	9	105733277
ENSMUSG00000032572	Col6a4	9	105866653
ENSMUSG00000084714	Gm24631	9	105878917
ENSMUSG00000111796	Gm47575	9	105890729
ENSMUSG00000103434	Gm36993	9	105972673
ENSMUSG00000099717	Gm9451	9	105998495
ENSMUSG00000100795	Gm29208	9	105999278
ENSMUSG00000086296	D030055H07Rik	9	106025886
ENSMUSG00000020258	Glyctk	9	106030056
ENSMUSG00000065407	Mir135a-1	9	106031323
ENSMUSG00000020257	Wdr82	9	106048127
ENSMUSG00000065440	Mirlet7g	9	106056039
ENSMUSG00000020253	Ppm1m	9	106072146
ENSMUSG00000023277	Twf2	9	106080307
ENSMUSG00000045322	Tlr9	9	106099797
ENSMUSG00000032786	Alas1	9	106110654
ENSMUSG00000097592	4930500F10Rik	9	106125159
ENSMUSG00000023345	Poc1a	9	106158260
ENSMUSG00000099879	Gm29123	9	106187143
ENSMUSG00000053716	Dusp7	9	106245831
ENSMUSG00000048758	Rpl29	9	106306653
ENSMUSG00000023262	Acy1	9	106310180
ENSMUSG00000042210	Abhd14a	9	106317250
ENSMUSG00000042073	Abhd14b	9	106324658
ENSMUSG00000100039	Gm28959	9	106329380
ENSMUSG00000023495	Pcbp4	9	106330490
ENSMUSG00000091735	Gpr62	9	106341161
ENSMUSG00000023249	Parp3	9	106347521
ENSMUSG00000041506	Rrp9	9	106353162
ENSMUSG00000066383	Iqcf1	9	106377166
ENSMUSG00000066382	Iqcf5	9	106391772
ENSMUSG00001074846	Iqcf3	9	106420585
ENSMUSG00000041009	Iqcf4	9	106445518
ENSMUSG00000091129	Iqcf6	9	106503180
ENSMUSG00002076513	7SK	9	106513517
ENSMUSG00000101411	Gm28111	9	106518127
ENSMUSG00000023192	Grm2	9	106520294
ENSMUSG00000040813	Tex264	9	106535945
ENSMUSG00000040661	Rad54l2	9	106565281
ENSMUSG00002075542	U6	9	106689694
ENSMUSG00000040325	Dcaf1	9	106699073
ENSMUSG00000032575	Manf	9	106715511
ENSMUSG00000103835	Gm37612	9	106747873
ENSMUSG00000074102	Rbm15b	9	106758117
ENSMUSG00000090207	4930524O07Rik	9	106768746
ENSMUSG00000039716	Dock3	9	106770024
ENSMUSG00000075469	Gm17205	9	106925002
ENSMUSG00000064517	Gm22454	9	106974150
ENSMUSG00000091669	Gm17117	9	106992273
ENSMUSG00000077494	Gm23595	9	107042176
ENSMUSG00000092125	AA543401	9	107069992
ENSMUSG00000104086	1700039M15Rik	9	107118419
ENSMUSG00000032577	Mapkapk3	9	107132126
ENSMUSG00000091366	Gm17040	9	107169634
ENSMUSG00000032578	Cish	9	107173225
ENSMUSG00000090570	Gm17041	9	107177579
ENSMUSG00000032579	Hemk1	9	107204283
ENSMUSG00000037977	6430571L13Rik	9	107217801
ENSMUSG00000102144	4930429P21Rik	9	107228475
ENSMUSG00000010066	Cacna2d2	9	107276811
ENSMUSG00000091816	Gm17141	9	107301056
ENSMUSG00000091425	Gm17118	9	107321149
ENSMUSG00000010045	Tmem115	9	107411144
ENSMUSG00000037190	Cyb561d2	9	107416206
ENSMUSG00000010057	Nprl2	9	107419425
ENSMUSG00000010044	Zmynd10	9	107424497
ENSMUSG00000102300	Gm34106	9	107424768
ENSMUSG00000010067	Rassf1	9	107428754
ENSMUSG00000097099	Gm9917	9	107436008
ENSMUSG00000010054	Tusc2	9	107440454
ENSMUSG00000010047	Hyal2	9	107445144
ENSMUSG00000089935	Gm16343	9	107453019
ENSMUSG00000010051	Hyal1	9	107454126
ENSMUSG00000079334	Naa80	9	107456086
ENSMUSG00000036091	Hyal3	9	107458017
ENSMUSG00000010048	Ifrd2	9	107464841
ENSMUSG00000103409	Lsmem2	9	107469829
ENSMUSG00000103164	Gm38150	9	107471639
ENSMUSG00000057969	Sema3b	9	107474873
ENSMUSG00000032562	Gnai2	9	107491324
ENSMUSG00000102324	Gm19721	9	107507975
ENSMUSG00000010064	Slc38a3	9	107527833
ENSMUSG00000034837	Gnat1	9	107551673
ENSMUSG00000102375	A930036K24Rik	9	107557281
ENSMUSG00000034684	Sema3f	9	107558699
ENSMUSG00000032580	Rbm5	9	107617570
ENSMUSG00000102899	Gm37850	9	107640007
ENSMUSG00000032582	Rbm6	9	107650758
ENSMUSG00000102670	Gm37436	9	107696127
ENSMUSG00000032583	Mon1a	9	107765350
ENSMUSG00000089005	Gm23856	9	107782427
ENSMUSG00000032584	Mst1r	9	107784072
ENSMUSG00000066368	Actl11	9	107805668
ENSMUSG00000102377	Gm37974	9	107812276
ENSMUSG00000032936	Camkv	9	107812873
ENSMUSG00000032586	Traip	9	107827335
ENSMUSG00000032596	Uba7	9	107852704
ENSMUSG00000079323	Gm20661	9	107860257
ENSMUSG00000042106	Inka1	9	107861422
ENSMUSG00000093749	4921523L03Rik	9	107868883
ENSMUSG00000032595	Cdhr4	9	107869696
ENSMUSG00000093456	Gm20662	9	107873548
ENSMUSG00000093619	4930535L15Rik	9	107875315
ENSMUSG00000032594	Ip6k1	9	107879700
ENSMUSG00000102540	Gm38134	9	107888175
ENSMUSG00000070284	Gmppb	9	107926441
ENSMUSG00000041528	Rnf123	9	107928733
ENSMUSG00000092218	Gm20529	9	107928874
ENSMUSG00000032593	Amigo3	9	107930358
ENSMUSG00000032591	Mst1	9	107957635
ENSMUSG00000098787	Mir7088	9	107958697
ENSMUSG00000032590	Apeh	9	107962612
ENSMUSG00000032589	Bsn	9	107973221
ENSMUSG00000102224	4930447F24Rik	9	108010917
ENSMUSG00000103658	Gm37201	9	108037478
ENSMUSG00000103466	Gm37247	9	108066197
ENSMUSG00000102538	Gm37230	9	108067730
ENSMUSG00000039952	Dag1	9	108081833
ENSMUSG00000032606	Nicn1	9	108167628
ENSMUSG00000032607	Amt	9	108174052
ENSMUSG00000039461	Tcta	9	108180157
ENSMUSG00000007815	Rhoa	9	108183328
ENSMUSG00000102554	Gm37568	9	108208445
ENSMUSG00000104208	Gm37401	9	108214288
ENSMUSG00000063856	Gpx1	9	108216102
ENSMUSG00000032612	Usp4	9	108225052
ENSMUSG00000104280	Rps2-ps11	9	108235401
ENSMUSG00000104399	Gm37963	9	108266281
ENSMUSG00000032611	1700102P08Rik	9	108270004
ENSMUSG00000047220	Iho1	9	108280810
ENSMUSG00000088577	Gm25456	9	108307243
ENSMUSG00000050641	BC048562	9	108313681
ENSMUSG00000032609	Klhdc8b	9	108324835
ENSMUSG00000049305	Ccdc71	9	108337726
ENSMUSG00000102152	Gm37475	9	108346545
ENSMUSG00000052911	Lamb2	9	108356935
ENSMUSG00000006676	Usp19	9	108367801
ENSMUSG00000032604	Qars	9	108384905
ENSMUSG00000006673	Qrich1	9	108394005
ENSMUSG00000103621	Gm38366	9	108408031
ENSMUSG00000103970	Gm37678	9	108421413
ENSMUSG00000062867	Impdh2	9	108437485
ENSMUSG00000070283	Ndufaf3	9	108442736
ENSMUSG00000103103	4833445I07Rik	9	108444732
ENSMUSG00002076293	MIR191	9	108445494
ENSMUSG00000105497	Mir191	9	108445518
ENSMUSG00000065579	Mir425	9	108445976
ENSMUSG00000019039	Dalrd3	9	108447085
ENSMUSG00000066357	Wdr6	9	108449510
ENSMUSG00000006675	P4htm	9	108456061
ENSMUSG00000102770	Gm38163	9	108461955
ENSMUSG00000115688	Gm49209	9	108464251
ENSMUSG00000064145	Arih2	9	108480141
ENSMUSG00000032602	Slc25a20	9	108539287
ENSMUSG00000032601	Prkar2a	9	108566513
ENSMUSG00000065674	Gm24259	9	108615951
ENSMUSG00000032599	Ip6k2	9	108660995
ENSMUSG00000088626	Gm23034	9	108672441
ENSMUSG00000032598	Nckipsd	9	108685567
ENSMUSG00000103785	Gm35025	9	108701137
ENSMUSG00000102244	Gm37714	9	108702548
ENSMUSG00000023473	Celsr3	9	108703519
ENSMUSG00000023259	Slc26a6	9	108730482
ENSMUSG00000025652	Tmem89	9	108743687
ENSMUSG00000025651	Uqcrc1	9	108765701
ENSMUSG00000103754	Gm37284	9	108779071
ENSMUSG00000025650	Col7a1	9	108782654
ENSMUSG00000076142	Mir711	9	108798990
ENSMUSG00000049699	Ucn2	9	108815078
ENSMUSG00000103811	Gm38004	9	108820282
ENSMUSG00000025648	Pfkfb4	9	108820846
ENSMUSG00000025647	Shisa5	9	108867633
ENSMUSG00000025646	Atrip	9	108887001
ENSMUSG00000049734	Trex1	9	108887001
ENSMUSG00000091537	Tma7	9	108903636
ENSMUSG00000025645	Ccdc51	9	108911561
ENSMUSG00000025644	Gm7628	9	108922912
ENSMUSG00000053646	Plxnb1	9	108924457
ENSMUSG00000047237	Fbxw21	9	108968515
ENSMUSG00000049314	Fbxw13	9	109008295
ENSMUSG00000061701	Fbxw20	9	109046500
ENSMUSG00000105589	Fbxw14	9	109099858
ENSMUSG00000119686	Gm22821	9	109124610
ENSMUSG00000054087	Fbxw28	9	109151954
ENSMUSG00000119395	Gm25484	9	109176592
ENSMUSG00000119199	Gm24641	9	109187297
ENSMUSG00000070324	Fbxw22	9	109207468
ENSMUSG00000074062	Fbxw16	9	109261384
ENSMUSG00000105162	Gm42494	9	109269196
ENSMUSG00000106134	Gm42493	9	109277713
ENSMUSG00000074061	Fbxw19	9	109305722
ENSMUSG00000104572	Fbxw23	9	109345456
ENSMUSG00000104674	Gm42756	9	109366168
ENSMUSG00000105948	Gm43089	9	109370769
ENSMUSG00000074060	Fbxw15	9	109381670
ENSMUSG00000106495	Gm42755	9	109401800
ENSMUSG00000062275	Fbxw24	9	109430184
ENSMUSG00000094992	Fbxw25	9	109474190
ENSMUSG00000074059	Fbxw18	9	109505802
ENSMUSG00000104567	Gm43209	9	109532002
ENSMUSG00000059547	Fbxw26	9	109546634
ENSMUSG00000104614	Fbxw27	9	109595113
ENSMUSG00000050074	Spink8	9	109641348
ENSMUSG00000070282	3000002C10Rik	9	109657011
ENSMUSG00000032478	Nme6	9	109661817
ENSMUSG00000038357	Camp	9	109676447
ENSMUSG00000032477	Cdc25a	9	109704647
ENSMUSG00000098490	Mir7089	9	109718711
ENSMUSG00000105191	Gm4644	9	109753419
ENSMUSG00000032479	Map4	9	109760528
ENSMUSG00000106208	Gm4734	9	109799501
ENSMUSG00000105856	Gm43732	9	109818035
ENSMUSG00000105230	Gm42433	9	109835042
ENSMUSG00000105962	Gm42432	9	109870248
ENSMUSG00000032480	Dhx30	9	109913388
ENSMUSG00000032481	Smarcc1	9	109946776
ENSMUSG00000105187	Gm23377	9	109950747
ENSMUSG00000064877	Gm23377	9	109950748
ENSMUSG00000032482	Cspg5	9	110072851
ENSMUSG00000104988	Gm43622	9	110081194
ENSMUSG00000098973	Mir6236	9	110110355
ENSMUSG00000105484	Gm42775	9	110118020
ENSMUSG00000054836	Elp6	9	110134241
ENSMUSG00000106123	Gm42638	9	110157046
ENSMUSG00000032485	Scap	9	110162356
ENSMUSG00000091102	5830462I19Rik	9	110201116
ENSMUSG00000036057	Ptpn23	9	110214150
ENSMUSG00000032484	Ngp	9	110248815
ENSMUSG00000054792	Klhl18	9	110254994
ENSMUSG00000032489	Kif9	9	110306026
ENSMUSG00000044791	Setd2	9	110361665
ENSMUSG00000104983	Gm42763	9	110372279
ENSMUSG00000032491	Nradd	9	110450203
ENSMUSG00000056724	Nbeal2	9	110453857
ENSMUSG00000099275	Mir8107	9	110465067
ENSMUSG00000105127	Gm42470	9	110484747
ENSMUSG00000019659	Ccdc12	9	110485571
ENSMUSG00000104945	Gm35715	9	110498397
ENSMUSG00000032492	Pth1r	9	110551153
ENSMUSG00000059741	Myl3	9	110570929
ENSMUSG00000044664	Prss42	9	110627234
ENSMUSG00000032493	Prss44	9	110643062
ENSMUSG00000058398	Prss43	9	110655758
ENSMUSG00000047257	Prss45	9	110663656
ENSMUSG00000049719	Prss46	9	110673574
ENSMUSG00000048752	Prss50	9	110687035
ENSMUSG00000049555	Tmie	9	110694779
ENSMUSG00000044037	Als2cl	9	110708938
ENSMUSG00000105140	Gm43127	9	110722179
ENSMUSG00000096393	Fam240a	9	110743807
ENSMUSG00000032494	Tdgf1	9	110768671
ENSMUSG00000032495	Lrrc2	9	110780613
ENSMUSG00000106234	Gm43535	9	110803500
ENSMUSG00000066319	Rtp3	9	110814003
ENSMUSG00000102060	1700061E17Rik	9	110815269
ENSMUSG00000057802	Gm10030	9	110818567
ENSMUSG00000032496	Ltf	9	110848339
ENSMUSG00000104654	Gm43814	9	110881849
ENSMUSG00000043953	Ccrl2	9	110883554
ENSMUSG00000097529	Rp31-ps19	9	110900249
ENSMUSG00000088296	Gm26409	9	110904462
ENSMUSG00000032497	Lrrfip2	9	110946660
ENSMUSG00000032498	Mlh1	9	111057296
ENSMUSG00002076749	7SK	9	111073660
ENSMUSG00000046785	Epm2aip1	9	111100997
ENSMUSG00000062296	Trank1	9	111140807
ENSMUSG00000105592	Gm42527	9	111240502
ENSMUSG00000032500	Dclk3	9	111268149
ENSMUSG00000106647	Gm42523	9	111373072
ENSMUSG00000106232	Gm43236	9	111390491
ENSMUSG00000032502	Stac	9	111390505
ENSMUSG00002075053	5S_rRNA	9	111442966
ENSMUSG00000111054	4930545L08Rik	9	111741379
ENSMUSG00000032503	Arpp21	9	111894159
ENSMUSG00000065441	Mir128-2	9	111947704
ENSMUSG00000089718	2310075C17Rik	9	112056647
ENSMUSG00000087038	2900079G21Rik	9	112063345
ENSMUSG00000110876	4933411E02Rik	9	112219172
ENSMUSG00000119291	Gm24957	9	112351597
ENSMUSG00000110996	Gm36251	9	112900051
ENSMUSG00000111235	Gm4657	9	113003676
ENSMUSG00000111022	Gm36367	9	113116775
ENSMUSG00000110784	Gm39436	9	113153319
ENSMUSG00002076554	7SK	9	113232543
ENSMUSG00000111532	Gm36485	9	113235237
ENSMUSG00000111199	Gm47875	9	113249179
ENSMUSG00000109890	AU023762	9	113325814
ENSMUSG00000111388	Gm7183	9	113359297
ENSMUSG00000111364	Gm36745	9	113465596
ENSMUSG00000032504	Pdcd6ip	9	113480812
ENSMUSG00000033392	Clasp2	9	113570541
ENSMUSG00000087992	Gm25059	9	113605250
ENSMUSG00000009741	Ubp1	9	113760002
ENSMUSG00000032507	Fbxl2	9	113792705
ENSMUSG00000111793	Gm47950	9	113799052
ENSMUSG00000086596	Susd5	9	113886208
ENSMUSG00000118582	Gm52983	9	113945691
ENSMUSG00000111734	Gm29825	9	113947156
ENSMUSG00000064299	4921528I07Rik	9	114066765
ENSMUSG00000053820	Bcl2a1c	9	114159203
ENSMUSG00000074039	4930520O04Rik	9	114197371
ENSMUSG00000032431	Crtap	9	114204202
ENSMUSG00000045594	Glb1	9	114230144
ENSMUSG00000079260	Tmppe	9	114230173
ENSMUSG00000047898	Ccr4	9	114319384
ENSMUSG00000079259	Trim71	9	114336201
ENSMUSG00000097821	C130032M10Rik	9	114344765
ENSMUSG00000056167	Cnot10	9	114414946
ENSMUSG00002075474	U6	9	114431156
ENSMUSG00000111744	Gm7780	9	114476698
ENSMUSG00000032435	Dync1li1	9	114517858
ENSMUSG00000032434	Cmtm6	9	114560184
ENSMUSG00000032436	Cmtm7	9	114585904
