"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"118","regulated exocytosis (GO:0045055)",3.73239313749213e-05,0.0059135103772141,0.557332238758646,0.289397680528233,2.07786560784084,104,"TMSB4X;FGA;SPARC;FN1;TAGLN2;PLG;F8;SRGN;KNG1;CLU;ITIH4;ABCC4;TIMP3;CTSW;ALB;SERPINF2;VEGFA;QSOX1;SELENOP;FGG;APLP2;RAB27B;FGB;FLNA;PSAP;ITIH3;APP;SERPING1;APOA1;LYN;FERMT3;FAM49B;PECAM1;LAMP2;ITGA2B;RARRES2;ACTN4;F5;TLN1;PHACTR2;LGALS3BP"
"119","Assembly of collagen fibrils and other multimeric structures Homo sapiens R-HSA-2022090",0.000104345762791253,0.00602396115191039,0.538434096309916,0.536517135465049,2.47255642017664,18,"CTSS;COL4A4;COL18A1;COL4A2;CTSB;CTSL;PLEC;MMP9;DST;COL4A1;CD151;BMP1"
"120","Platelet amyloid precursor protein pathway",0.000211989317561616,0.00608653944460562,0.518848077743792,0.747873698631337,2.63970827305324,7,"PLG;COL4A4;COL4A2;APP;F2;COL4A1"
"121","negative regulation of blood coagulation (GO:0030195)",4.01301909750422e-05,0.00616545661343831,0.557332238758646,0.493659301873028,2.53463426926093,25,"FGA;PLG;KNG1;VTN;TMPRSS6;SERPINF2;CD34;TFPI;FGG;FGB;KLKB1;PROZ;F12;F2"
"122","fibrinolysis (GO:0042730)",4.57427192259418e-05,0.00644209962432014,0.557332238758646,0.717527593818985,2.82035291369844,10,"FGA;PLG;TMPRSS6;SERPINF2;FGG;FGB;F2;HRG;PLAUR;CPB2"
"123","positive regulation of cell-cell adhesion (GO:0022409)",4.57427192259418e-05,0.00644209962432014,0.557332238758646,0.496206615980156,2.52224965737847,24,"CCL5;PLPP3;FGA;SIRPA;CD44;SERPINF2;CD47;THY1;FGG;TNFSF11;FGB;SMAD7;FOXA2;GCNT2"
"124","positive regulation of endocytosis (GO:0045807)",4.40589596772549e-05,0.00644209962432014,0.557332238758646,0.403172317714882,2.39401299024294,44,"FCGR2B;SIRPA;APOA5;CYBA;CLU;VTN;DAB2;LDLR;TFR2;FCER1G;CALR;DOCK2;PYCARD;MERTK;LRP1;PPT1;NEDD4L;B2M;CD151;RAB27A;APOE;HIP1;LDLRAP1;IL1B;ANKFY1;DLL1;HIP1R;GAS6"
"125","Scavenging by Class A Receptors Homo sapiens R-HSA-3000480",0.000125834333614197,0.00699545684277446,0.518848077743792,0.64970266163722,2.61253574859695,11,"APOB;HSP90B1;COL4A2;CALR;APOA1;MASP1;COL4A1;APOE"
"126","positive regulation of protein kinase B signaling (GO:0051897)",5.30390186480664e-05,0.00715140483097026,0.557332238758646,0.342887318844936,2.23329377287646,65,"ENG;CCR7;KIT;CD28;LCK;ERBB2;FYN;GATA3;EGFR;INSR;PIK3CD;ITGB1;MTDH;ICOS;MET;CD19;VAV1;GCNT2;PIK3R5;F7;PTK2;TCF7L2;ERBB3;RICTOR;IRS2;HIP1;TGFBR1;RAMP3;PIK3CA;CD86;PIK3AP1;HCLS1;CPNE1;GAS6;MYDGF;GAB1;F10;FGFR1;PTPN11;RTN4;PIK3CB;PDGFA;OSBPL8;HBEGF;PIK3R1;TEK;FRS2;TGFB1"
"127","regulation of ERK1 and ERK2 cascade (GO:0070372)",5.36002728948461e-05,0.00715140483097026,0.557332238758646,0.271341724557499,2.02408957982096,126,"CCL5;CD74;NRP1;KDR;BMP2;FLT4;FGA;FN1;CCR7;FLT1;KIT;ERBB2;TIMP3;CD44;GPR183;SERPINF2;ICAM1;XCL1;FGG;EZR;PYCARD;FGB;EGFR;MERTK;EPHA2;RGS14;INSR;CNKSR3;EPHB4;PTPN22;APP;LYN;MET;TNIP1;FLCN;DSTYK;GCNT2;FBXW7;NOTCH1;ARRB1;ERBB3;ARRB2;F2R;GLIPR2;CEACAM1;DUSP3;RASGRP1;IL1B;RAMP3;LMTK2;SYK;PTPN1;FBLN1;ARAF;C5AR1"
"128","Other semaphorin interactions",0.000275695666483964,0.007766294906803,0.49849310876659,0.623433971958953,2.59064935771412,11,"TYROBP;ITGA1;PLXND1;PLXNA2;PLXNC1;SEMA6A;ITGB1;SEMA4A"
"129","positive regulation of kinase activity (GO:0033674)",6.03519176872149e-05,0.00784574929933794,0.557332238758646,0.338431039514645,2.19618992775887,64,"CD74;KDR;FLT4;PTPRC;CCR7;FLT1;KIT;ERBB2;LCP2;CSF1;IQGAP1;LAT;EGFR;MERTK;EPHA2;INSR;EPHB4;F2;MET;RAD50;DSTYK;CDKN1A;PTK2;ERBB3;XRCC5;PRKAG1;RASSF2;LMTK2;CAMKK2;MRNIP;GAS6;XRCC6;TAB2;TNF;RELN;FGFR1;DDR1;RAPGEF2;VAC14;PTK2B;TIGAR;TIE1;TEK;DAXX;PRKAG2;RYK"
"130","Antigen activates B Cell Receptor (BCR) leading to generation of second messengers Homo sapiens R-HSA-983695",0.00015530832071387,0.00832563533541137,0.518848077743792,0.394827960452492,2.22657594788606,38,"IGKC;IGLC2;IGHM;CD79A;CD79B;IGHD;IGLC3;FYN;CD22;IGLC1;PIK3CD;BLK;SH3KBP1;LYN;CD19;VAV1;CBLB;DAPP1"
"131","Protein digestion and absorption",0.000191584133564206,0.00842970187682508,0.518848077743792,0.469924381136364,2.3452617003292,24,"SLC8A1;DPP4;COL4A4;SLC38A2;COL18A1;COL4A2;KCNN4;SLC3A2;ATP1A1;SLC36A1;COL13A1;ATP1B3;COL4A1;SLC1A5;ATP1B1;CPB2;SLC3A1;SLC16A10;COL27A1"
"132","coronary vasculature morphogenesis (GO:0060977)",6.93762578782546e-05,0.00879344068606877,0.538434096309916,0.830788242563333,2.76694205528149,6,"NRP1;VEGFA;TGFBR3;SPRED1;NOTCH1;TGFBR1"
"133","Cell-cell communication",0.000325821097939234,0.00884456180405957,0.49849310876659,0.309166638446768,2.03762529856348,70,"TYROBP;CDH5;FYB;SIRPA;FYN;IQGAP1;CLDN5;CD47;FLNA;SPTBN1;CDH1;ITGB1;PLEC;F11R;TESK1;DST;ARHGEF6;ACTN4;PTK2;MPP5;CD151;SPTAN1;CRB3;MAPK12;PXN;CASK;PARD6G;PIK3CA;CD2AP;VASP;PARD6A;RSU1;PTPN6;SKAP2;NCK2;CLDN3;ILK;CDH2;PTPN11;PIK3CB;NCK1;ACTN1;CDH13;PTK2B;PIK3R1;CLDN12;PARD3;MAPK14;JUP;MAPK8"
"134","Semaphorin interactions",0.000321264234309508,0.00884456180405957,0.49849310876659,0.347117584940362,2.12295258013209,48,"TYROBP;NRP1;RAC2;PTPRC;ITGA1;ERBB2;PLXND1;FYN;RHOB;PLXNA2;PLXNC1;SEMA6A;ITGB1;MYH9;MET;CD72;SEMA4A;TLN1;FARP2;DPYSL2;ROCK2;RHOC"
"135","T cell activation co-stimulatory signal",0.00034860543085673,0.0092940697905196,0.49849310876659,0.570327564386153,2.54595999534143,14,"CD3G;CD3D;CD3E;CD28;LCK;IL2;ICOS;ITK;CD247;PIK3CA;CD86"
"136","Proximal tubule bicarbonate reclamation",0.000252911442712927,0.00973709054444768,0.49849310876659,0.585199864215774,2.47174270908334,13,"SLC38A3;AQP1;ATP1A1;GLS;ATP1B3;PCK2;GLS2;ATP1B1"
"137","Proximal tubule bicarbonate reclamation",0.000380503531856513,0.00996652233441709,0.49849310876659,0.585199864215774,2.56077773375596,13,"SLC38A3;AQP1;ATP1A1;GLS;ATP1B3;PCK2;GLS2;ATP1B1"
"138","positive regulation of lymphocyte proliferation (GO:0050671)",8.29128147995031e-05,0.0100087612150829,0.538434096309916,0.394126027158274,2.30863291497613,42,"CCL5;CD74;PTPRC;IL6ST;MEF2C;CD3E;BCL2;CD28;VCAM1;GPR183;IL2;SASH3;CD6;CD40LG;CD38;NFATC2;JAK3;IRS2;CD81;NCKAP1L;IL1B;TFRC;CD86;CD320;VAV3;NCK2"
"139","regulation of endothelial cell migration (GO:0010594)",8.17847668120539e-05,0.0100087612150829,0.538434096309916,0.373151948063953,2.29912018450172,50,"NRP1;KDR;FLT4;SPARC;ETS1;RHOB;FOXP1;GATA3;VEGFA;CALR;SP100;AGT;ACVRL1;EPHA2;GPLD1;BMPR2;ANXA3;DCN;KRIT1;SH3BP1;PTK2;SASH1;CEACAM1;EMP2;BCAS3;ROCK2"
"140","HIV-induced T cell apoptosis",0.000398731033087095,0.0100899225830345,0.49849310876659,0.669047950594806,2.4719856639092,8,"CD3G;CD3D;CD3E;CD28;CCR5;CD247"
"141","Signaling by GPCR",0.000398731033087095,0.0100899225830345,0.49849310876659,0.20519504768037,1.65345073630732,226,"CCL5;CXCL9;CXCL2;RAC2;CXCR2;CXCR6;CCR7;CALCRL;KNG1;RGS1;CD55;CCR9;C3;RAMP2;RHOB;CXCR3;PTAFR;CXCR4;CCR6;QRFP;CCR2;XCL1;ADCY3;GNGT2;VIPR1;RGS2;AGT;CCR5;RAMP1;GNG2;EGFR;RGS14;TIAM1;PREX1;PDE2A;ADCY7;APP;GNG11;GCGR;F2;GPR18;ARHGEF1;DGKA;GNAI2;PLCB2;ARHGEF2;VAV1;ITSN1;PLCB1;ADCY9;PDE7A;DGKD;PDE4B;PIK3R5;PRKCB;ARHGEF6;FGD4;PRKCE;WNT2;ARHGEF18;RGS19;F2R;GNAQ;FZD4;P2RY12;RASGRP1;PTCH1;KALRN;GNA14;ITPR2;ROCK2;WNT4;S1PR1;RAMP3;AKAP13;RHOC;CREB1;PIK3CA;NMB;ACKR2;ECT2;PPP3CA;GNB4;PRKCQ;ITPR1"
"142","regulation of activation of Janus kinase activity (GO:0010533)",9.0809156846664e-05,0.0107070331444788,0.538434096309916,0.951994352276738,2.5292933923545,3,"CCL5;CD300A;AGT"
"143","actin filament organization (GO:0007015)",9.75774571922344e-05,0.0108909650992242,0.538434096309916,0.325097485806491,2.15099385739365,69,"RAC2;ABI2;RHOH;RHOB;LCP1;EVL;FLNA;TMOD1;RHOJ;GSN;RND3;NEDD9;CARMIL2;PLS3;SHROOM2;FRY;ARHGEF2;FRYL;SH3BP1;BAIAP2;HIP1;NCOA3;RHOQ;MAD2L2;ARHGAP12;EMP2;PPP1R9B;RHOC;CD2AP;WAS;ARPC4;TMOD3;HIP1R;BCAR1;COBL;ARHGAP25;TPM1;CORO1B;RUFY3;CAP1"
"144","antigen receptor-mediated signaling pathway (GO:0050851)",9.98335585276184e-05,0.0108909650992242,0.538434096309916,0.248948838393467,1.89306193039052,144,"TRBC2;CD3G;IGKC;CD3D;IGLC2;IGHM;CD79A;CD79B;TRBC1;PTPRC;TRAC;IGHD;MEF2C;BTNL9;CD3E;BCL2;TXK;LCK;SKAP1;IGLC3;FYN;LCP2;GRAP2;THY1;IGLC1;GATA3;LAT;PIK3CD;PTPN22;TRDC;BLK;ITK;CD38;CD247;CD19;NFATC2;PDE4B;PRKCB;MALT1;RIPK2;NFKB1;THEMIS;DENND1B;NCKAP1L;PLEKHA1"
"145","lymphocyte proliferation (GO:0046651)",9.53213564380694e-05,0.0108909650992242,0.538434096309916,0.568607971621602,2.61500172951118,17,"CD79A;PTPRC;MS4A1;MEF2C;BCL2;ELF4;MSN;LEF1;CD40LG;CR2"
"146","regulation of antigen receptor-mediated signaling pathway (GO:0050854)",0.000100961609401092,0.0108909650992242,0.538434096309916,0.660155332426612,2.6738393967207,11,"PTPRC;CD300A;PTPN22;BLK;LYN;RUNX1;ELF1;PAX5;RC3H1;ELF2"
"147","Cytokine-cytokine receptor interaction",0.000330377962607867,0.0113062680536915,0.49849310876659,0.259284176443038,1.8877427188884,114,"CCL5;CXCL9;BMP2;CXCL2;CXCR2;IL6ST;CXCR6;CCR7;LTB;IL18R1;IFNGR1;CCR9;IL2RB;CSF1;CXCR3;CXCR4;CCR6;CCR2;XCL1;IL7R;TNFSF11;IL2;CCR5;ACVRL1;IL2RG;CSF2RB;BMPR2;IL33;TGFBR2;CD40LG;IFNG;CSF3R;IL18RAP;CD27;ACVR2A;LIFR;IL1RAP;IL27RA;IL15RA;TNFRSF17;TGFBR1;IL1R1;PRLR;IL17RA"
"148","Toll-like receptor endosomal trafficking and processing",0.000462527351907379,0.0115092222732953,0.49849310876659,0.644310828874122,2.48910230997715,9,"CTSS;HSP90B1;CTSB;TLR3;LGMN;CTSL"
"149","CHL1 interactions Homo sapiens R-HSA-447041",0.000239240934292754,0.0123827807714974,0.518848077743792,0.815548225012075,2.51114167899393,5,"NRP1;ITGA1;ITGB1"
"150","nitrogen compound transport (GO:0071705)",0.000121299887990532,0.0128123006689999,0.538434096309916,0.427885417076519,2.32555661270338,31,"SLC7A2;SLC38A3;AQP1;SLC38A2;SLC3A2;SLC36A1;SLC43A2;TCN2;SLC1A5;HRG;SLC38A4;ABCB6;TMEM30A;CD320;ATP11B;SLC3A1;SLC38A1;SLC16A10;FLVCR1;SLC52A2;COL4A3BP;SLC23A1;SLC6A6;SLC48A1;SLC7A1;ABCD1;ABCC1;SLC7A7"
"151","positive regulation of intracellular signal transduction (GO:1902533)",0.000130368783663072,0.0132193946634355,0.518848077743792,0.198774273550031,1.65704018301889,291,"CCL5;CD74;CXCL9;S100A9;S100A8;KDR;BMP2;S100A4;FLT4;ENG;FGR;CCR7;FLT1;KIT;BCL2;CD28;LCK;HCST;ERBB2;IKBKE;FYN;SHISA5;TRIM13;IL7R;LGALS1;GATA3;VEGFA;TNFSF11;SLC38A9;PLK2;AGT;FLNA;EGFR;MERTK;EPHA2;PELI1;INSR;EPHB4;PIK3CD;NCF1;TRIM25;WLS;ITGB1;MTDH;PMAIP1;APP;ICOS;LYN;MET;WDR24;CASP1;DCN;PTP4A3;CD19;TMEM101;FLCN;VAV1;GCNT2;BCAP31;PIM2;PIK3R5;CD27;F7;PRKCB;ACTN4;PTK2;TCF7L2;MALT1;SASH1;ERBB3;RIPK2;DNM1L;RICTOR;MAP3K14;F2R;IRS2;BID;HIP1;SLC35B2;TGFBR1;SLC44A2;MID2;DDX60;ANKRD17;PUM1;RAMP3;LMTK2;AKAP13;RHOC;PIK3CA;ECT2;BCLAF1;MLST8;CD86;CC2D1A;MYD88;PIK3AP1;SEPT4;DHX33;FADD;REL;P2RX4;TMEM9B;MAVS;RRAGB;CCDC22;MUL1;FAS;HCLS1;CPNE1;SLC20A1;CANT1;GAS6;PTPN6;IKBKB;TRIM32;MIER1;PLEKHG5;MYDGF;CAV2;SIRT1;GAB1;TAB2;JAK2;BIRC3;TNF;CRLF2;ECM1;JCAD;TMED4;BMF;ZDHHC13;RELN;F10;BIRC2;HEXIM1;ILK;DLG5;FGFR1;PTPN11;CCL4;RTN4;TRIM8;TNFRSF1A;PIK3CB;TNIP2;PDGFA;DDR1;CDH13;RAPGEF2;BCL10;OSBPL8;HBEGF;TRIM44;PIK3R1;NUP62;TEK;HMOX1;TBK1;MAP3K3;FRS2;TGFB1;ZDHHC17;CBL;RYK;ATP2C1;LAMTOR3"
"152","vasculogenesis (GO:0001570)",0.000128101558114849,0.0132193946634355,0.518848077743792,0.516809371264952,2.53666068386646,21,"KDR;FLT4;ENG;FLT1;RAMP2;VEGFA;TGFBR2;TGFBR3;GLMN;SPRED1;RASA1;NOTCH1;EGFL7"
"153","response to heparin (GO:0071503)",0.000134903237690998,0.0134109689233992,0.518848077743792,0.9857936998147,2.30749398945863,2,"GPIHBP1;EGR1"
"154","Integrin beta-5 pathway",0.000554114181380259,0.0135621716852578,0.477270815362862,0.632751605581053,2.52715730850997,10,"FN1;VTN;VCAM1;ITGB7;ITGA4;SDC1;TGFBR1;PLAUR;ITGB5"
"155","Regulation of NFAT transcription factors",0.000563272886661975,0.0135639745126827,0.477270815362862,0.389679221842959,2.22865830059359,35,"MAF;FOS;EGR1;GATA3;SLC3A2;IL2;PTPRK;NFATC1;IKZF1;JUN;CD40LG;DGKA;TLE4;IFNG;NFATC2;CBLB;NFATC3;RNF128;PRKCQ;PTPN1;ITCH"
"156","Phosphorylation of CD3 and TCR zeta chains Homo sapiens R-HSA-202427",0.000271138817929304,0.0135659788570628,0.49849310876659,0.607655401029805,2.49308636144803,12,"CD3G;CD3D;TRBC1;PTPRC;TRAC;CD3E;LCK"
"157","BDNF signaling pathway",0.000590749021584325,0.0137810670191468,0.477270815362862,0.214344952233273,1.66830517775309,180,"IGFBP5;SLC39A14;BMP2;S100A4;S100A11;FOS;NR4A1;EGR1;MARCKS;CLU;CLIC1;RHOB;ATP2B1;BTG1;TXNIP;HSPA5;ADD3;SPP1;GATA3;VEGFA;CALR;SERPINH1;PLK2;BTG2;RGS2;RAMP1;PTPRK;TMOD1;KLF6;RAPGEF5;EMP3;DDIT3;TGFBR2;HYOU1;JUN;RND3;GNG11;DDX17;MYH9;HERPUD1;PNISR;ABLIM1;ITPKB;CDKN1A;ID2;DOCK4;MAST4;PDE4B;PDIA4;ARPC1B"
"158","Selenium pathway",0.000590749021584325,0.0137810670191468,0.477270815362862,0.35799841406387,2.14541534053731,43,"PLG;APOB;ALB;LDLR;ICAM1;INSR;CRP;APOA1;F2;IFNG;DIO1;PRDX4;ABCA1;F7;NFKB1;PTGS1;IL1B"
"159","Interleukin-1 regulation of extracellular matrix",0.000609066459329393,0.0139897880581351,0.477270815362862,0.329302022421723,2.06554239492761,54,"CCL5;BMP2;CXCL2;FOS;SRGN;CFH;C3;RHOB;ICAM1;SPP1;LCP1;PLK2;ID1;RGS5;HSD11B1;JUN;IFNG;DCN;PIM2;RUNX1;ATF2;NFKB1;IL15RA"
"160","G alpha (s) signaling events",0.000627383907463009,0.0141921844521556,0.477270815362862,0.378455943002008,2.18542043606835,36,"CALCRL;RAMP2;ADCY3;GNGT2;VIPR1;RAMP1;GNG2;PDE2A;ADCY7;GNG11;GCGR;GNAI2;ADCY9;PDE7A;PDE4B"
"161","Hypertrophic cardiomyopathy (HCM)",0.000517479396549912,0.0144894231033975,0.477270815362862,0.384628485919164,2.16995535155322,37,"SLC8A1;ITGA1;ACTG1;ITGB7;ATP2A2;AGT;ITGA4;ITGB1;ITGA9;DAG1;ITGA2B;PRKAB1;PRKAA2;PRKAG1;EMD;ITGB5;PRKAA1;ITGA8;TPM1;TNF;PRKAB2;SGCB;CACNA1D;DMD;ACTB;PRKAG2;TGFB1;TPM4;ITGA3;TPM3"
"162","Thyroid hormone synthesis",0.000471686013033532,0.0144894231033975,0.49849310876659,0.359245253304675,2.09550577156218,42,"ALB;HSP90B1;HSPA5;ADCY3;ATP1A1;CANX;ATP1B3;ADCY7;PLCB2;PLCB1;ADCY9;PDIA4;PRKCB;ATF2;GNAQ;TTF2;ITPR2;CREB1;IYD;ITPR1;ATP1B1;CREB3L2;GPX7;ATF6B;CREB3;PLCB4;PLCB3"
"163","CD8/T cell receptor downstream pathway",0.000691495045822583,0.0154089866181062,0.477270815362862,0.348679976998712,2.11837249237648,47,"CD3G;CD3D;FOS;CD3E;EGR1;IL2RB;GZMB;STAT4;IL2;IL2RG;NFATC1;JUN;IFNG;CD247;B2M;NFATC2;PRKCB;EOMES;PRKCE;PTPN7"
"164","Class B/2 (Secretin family receptors) Homo sapiens R-HSA-373080",0.000325821097939234,0.0157760473550578,0.49849310876659,0.457588507354361,2.30003286658173,25,"CALCRL;CD55;RAMP2;GNGT2;RAMP1;GNG2;GNG11;GCGR;WNT2;FZD4;PTCH1;WNT4;RAMP3;GNB4"
"165","Amino acid transport across the plasma membrane",0.000718971276171434,0.015785648754764,0.477270815362862,0.515636042402827,2.33848291647793,15,"SLC7A2;SLC38A3;SLC38A2;SLC3A2;SLC36A1;SLC43A2;SLC1A5;SLC38A4;SLC3A1;SLC38A1;SLC16A10;SLC7A5;SLC6A6;SLC7A1;SLC7A7"
"166","blood vessel endothelial cell migration (GO:0043534)",0.000166644500018762,0.0161581605390647,0.518848077743792,0.588840859685018,2.56898362518633,14,"NRP1;KDR;NR4A1;EFNB2;VEGFA;ID1;EPHB4;GPLD1;MYH9"
"167","lymphocyte differentiation (GO:0030098)",0.000168911737390617,0.0161581605390647,0.518848077743792,0.373797251020007,2.24338634655199,46,"CD3D;CD79A;CD79B;PTPRC;KIT;TXK;LCK;VCAM1;RHOH;IL2;IKZF1;PIK3CD;PTPN22;KLF6;ITGA4;ITGB1;BLK;GPR18;LFNG;CR2;CHD7"
"168","NADH dehydrogenase (quinone) activity (GO:0050136)",0.000108857968958639,0.0174639284486502,0.538434096309916,0.396176977726022,2.33211350688813,41,"NDUFS6;NDUFA6;NDUFAB1;NDUFA12;NDUFA8;NDUFB2;NDUFB8;NDUFV3;NDUFA4;NDUFA5;NDUFA10;NDUFB7;NDUFS3;NDUFA2;NDUFB10;NDUFC1;NDUFA7;NDUFV2;NDUFS5;NDUFB3;NDUFB5;NDUFS7;NDUFS2;NDUFB4;NDUFS4;NDUFA3;NDUFS8;NDUFB6;NDUFB9;NDUFV1;NDUFA9;NDUFA1;NDUFS1;NDUFA13;NDUFC2"
"169","NADH dehydrogenase (ubiquinone) activity (GO:0008137)",0.000108857968958639,0.0174639284486502,0.538434096309916,0.396176977726022,2.33211350688813,41,"NDUFS6;NDUFA6;NDUFAB1;NDUFA12;NDUFA8;NDUFB2;NDUFB8;NDUFV3;NDUFA4;NDUFA5;NDUFA10;NDUFB7;NDUFS3;NDUFA2;NDUFB10;NDUFC1;NDUFA7;NDUFV2;NDUFS5;NDUFB3;NDUFB5;NDUFS7;NDUFS2;NDUFB4;NDUFS4;NDUFA3;NDUFS8;NDUFB6;NDUFB9;NDUFV1;NDUFA9;NDUFA1;NDUFS1;NDUFA13;NDUFC2"
"170","endopeptidase inhibitor activity (GO:0004866)",0.000103217711537115,0.0174639284486502,0.538434096309916,0.391278984707405,2.31810730545897,42,"KNG1;ITIH4;TIMP3;SLPI;AMBP;SERPINF2;PZP;TFPI;SERPIND1;SERPINH1;AGT;TIMP2;RENBP;ITIH3;APP;SERPING1;SERPINC1;SERPINA12;BIRC6;CST3;HRG"
"171","negative regulation of cell adhesion (GO:0007162)",0.00019385137511194,0.0175504727110274,0.518848077743792,0.372651226243825,2.22484760172606,45,"PTPRC;PLG;ARHGDIB;KNG1;PLXND1;PLXNA2;PLXNC1;SPN;ACVRL1;RIPOR2;CDH1;ACER2;GCNT2;RASA1;NOTCH1;MIA3;PTK2;LPXN;ERBB3;FZD4;HRG;SIPA1;FBLN1;PTPRO;SPINT2;PLXNB2;SNAI2;TGFBI;CDH13;PODXL;JAG1;PDE3B;PLXNA4;TBCD;TGFB1"
"172","regulation of B cell proliferation (GO:0030888)",0.000191584133564206,0.0175504727110274,0.518848077743792,0.421840277282654,2.30888385496857,32,"CD74;FCGR2B;PTPRC;MEF2C;BCL2;GPR183;CD300A;IL2;SASH3;IKZF3;LYN;CD38;NFATC2;IRS2;CD81;NCKAP1L;MZB1;TFRC;RC3H1;CD320;VAV3"
"173","regulation of B cell receptor signaling pathway (GO:0050855)",0.00019385137511194,0.0175504727110274,0.518848077743792,0.557353605372505,2.4762879603952,15,"CD300A;STAP1;PTPN22;SLC39A10;BLK;LYN;PRKCB;RUNX1;LPXN;ELF1;PAX5;ELF2"
"174","Intrinsic Pathway of Fibrin Clot Formation Homo sapiens R-HSA-140837",0.000375946658123661,0.017634247932613,0.49849310876659,0.581968786166216,2.4518995825708,13,"F8;KNG1;SERPIND1;KLKB1;F12;SERPING1;F2;SERPINC1"
"175","plasminogen activation (GO:0031639)",0.000205187587184575,0.0182508959127333,0.518848077743792,0.762585898452803,2.68281075390524,7,"FGA;TMPRSS6;FGG;FGB;KLKB1"
"176","Complement cascade regulation",0.000847193850113918,0.0183313104089867,0.477270815362862,0.620429240598046,2.39684293161504,9,"CFH;C4B;CD55;C3;CFI;CFB"
"177","Calcium regulation in the cardiac cell",0.000874670144021558,0.018392711620059,0.477270815362862,0.274047340089787,1.87243782217518,82,"SLC8A1;RGS1;ATP2B1;CAMK2B;ATP2A2;PKIB;CALR;ADCY3;ATP2A3;RGS2;GNG2;RGS14;RGS5;KCNB1;ATP1B3;GJB2;ADCY7;GNG11;GJB1;GNAI2;ADCY9;GJA4;PRKCB;ARRB1;PRKCE;RGS19;ARRB2;GNAQ;RGS3;GRK6"
"178","Proteins and DNA sequences in cardicac structures",0.000874670144021558,0.018392711620059,0.477270815362862,0.547478137973677,2.44395944478892,14,"BMP2;MEF2C;ATP2A2;SMAD6;NFATC1;NFATC2;NOTCH1;NFATC3;GATA4;RUNX2;TBX2;PTPN11;JAG1;TGFB1"
"179","Platelet activation",0.000718971276171434,0.0184535960884001,0.477270815362862,0.272816200658077,1.88217880923344,87,"FGA;ACTG1;FYN;LCP2;APBB1IP;FCER1G;FGG;ADCY3;PRKG1;FGB;PIK3CD;ITGB1;ADCY7;F2;LYN;FERMT3;ARHGEF1;GNAI2;PLCB2;PLCB1;ADCY9;ITGA2B;PIK3R5;PPP1R12A;SNAP23;TLN1;F2R;GNAQ;P2RY12;RASGRP1;MAPK12;PTGS1;ITPR2;ROCK2;PIK3CA;SYK;ITPR1;VASP"
"180","receptor-mediated endocytosis (GO:0006898)",0.000216523805648547,0.0189271671489334,0.518848077743792,0.272646936189534,1.94750637084137,101,"MRC1;FCGR2B;IGKC;CXCR2;SPARC;CALCRL;ITGB2;APOB;ALB;RAMP2;HSP90B1;AMBP;LDLR;TFR2;FCER1G;STAB1;IGLC1;STAB2;CALR;HPX;RAMP1;CANX;FCHO2;JCHAIN;APOBR;LRP1;ITGB1;PPT1;HYOU1;PI4KB;APOA1;MASP1;APOE;ARRB2;LMBR1L;LDLRAP1;CD81;IGF2R;RAMP3;TFRC;FNBP1L;GRK2;SYK;MICALL1;LRP3;CD9;DLL1;RABEPK;HIP1R"
"181","Lipoprotein metabolism Homo sapiens R-HSA-174824",0.00042151542226635,0.0191725651158118,0.49849310876659,0.430781211293902,2.22678985139852,28,"APOA5;APOB;ALB;LDLR;P4HB;APOC2;MTTP;SDC1;APOA4;APOA1;APOF;ABCA1;LCAT;APOE;BMP1;LDLRAP1"
"182","Axon guidance Homo sapiens R-HSA-422475",0.000453413586919724,0.0194449655419002,0.49849310876659,0.18848501126137,1.56987924605884,315,"TYROBP;NRP1;KDR;RAC2;FGA;PTPRC;FN1;DUSP2;KIT;ITGA1;EFNB2;ERBB2;NRP2;ACTG1;PLXND1;FYN;IL2RB;RHOB;COL4A4;APBB1IP;RASAL2;IQGAP1;COL4A2;CAMK2B;PLXNA2;VEGFA;PLXNC1;FGG;EZR;JAK1;MSN;LAT;ST8SIA4;SEMA6A;IL2;EVL;FGB;RASGRP3;IL2RG;EGFR;CSF2RB;EPHA2;EFNB1;EPHB4;TIAM1;SPTBN1;ITGB1;NTN4;DLG3;ITGA9;MYH9;LYN;MET;MYO10;SPRED2;ABLIM1;MMP9;ITSN1;ITGA2B;CD72;COL4A1;SPRED1;ARPC1B;RASA1;ARRB1;CSNK2A2;SEMA4A;PTK2;EFNA1;ERBB3;PRNP;RPS6KA5;TLN1;JAK3;ARRB2;SPTAN1;ABL2;IRS2;PTPRA;FARP2;RASA2;ACTR3"
"183","Cell-Cell communication Homo sapiens R-HSA-1500931",0.000444299823474529,0.0194449655419002,0.49849310876659,0.29886015624652,1.95030396426641,71,"TYROBP;CDH5;FYB;SIRPA;FYN;IQGAP1;CLDN5;CD47;FLNA;SPTBN1;CDH1;ITGB1;PLEC;F11R;TESK1;DST;ARHGEF6;ACTN4;PTK2;MPP5;CD151;SPTAN1;CRB3;MAPK12;PXN;CASK;PARD6G;PIK3CA;CD2AP;VASP;PARD6A;RSU1;PTPN6;SKAP2;NCK2;CLDN3;ILK;CDH2;PTPN11;PIK3CB;NCK1;ACTN1;CDH13;PTK2B;PIK3R1;CLDN12;PARD3;MAPK14;JUP;MAPK8"
