genes	D1	D2	DD
PDCD11	0.00721493681303527	0.00180275454908333	0.00541218226395194
RNF144B	0.0677572474045719	0.0623451974358678	0.00541204996870406
RNF41	0.0127684675039665	0.0073657579050088	0.00540270959895774
HNRNPAB	0.060783299071419	0.0553856728271234	0.00539762624429555
BMS1	0.0155057322711432	0.0101099685890256	0.00539576368211761
FLNB	0.0359634805085284	0.0305727173696671	0.00539076313886135
NXN	0.0148079068404794	0.00944225304925039	0.00536565379122903
PCNXL4	0.0079108939174144	0.00254702407825046	0.00536386983916393
PSMB9	0.0791436414546475	0.073780062032177	0.00536357942247052
ATP1A1	0.00759050386190456	0.00223982627149131	0.00535067759041325
ATAD5	0.0634671276212945	0.0581248026142887	0.00534232500700581
DNAJB11	0.0450151374329785	0.0396732770966841	0.00534186033629442
PHF20L1	0.0116114170685332	0.0062917802465776	0.00531963682195564
ATP5G2	0.0189043303661857	0.0135995264543167	0.00530480391186893
SMARCE1	0.0239811400989063	0.018683400469905	0.00529773962900134
UBQLN1	0.0449196380154111	0.0396223871489794	0.00529725086643165
EP300	0.0316139880570163	0.0263237475507572	0.00529024050625914
H2AFY	0.0155259510646615	0.0102402526059405	0.00528569845872102
CCDC24	0.0198726390993276	0.014587020208653	0.00528561889067454
NDUFA5	0.0166129614325951	0.0113392409025339	0.00527372053006115
STK40	0.0211101679582417	0.0158414953968011	0.00526867256144066
SLC2A1	0.0245785104721893	0.0193100429390736	0.00526846753311566
RNF115	0.0121033099644705	0.00685935289600136	0.00524395706846915
CCDC107	0.0156124433898453	0.0103780730263616	0.00523437036348377
UBE2E3	0.0177706010522694	0.0125425431122454	0.00522805794002396
IPO5	0.0403799767161936	0.0351615682807394	0.00521840843545417
WRAP73	0.0108348228235628	0.00562802843687043	0.00520679438669234
PPP1R2	0.0359058539115282	0.0307036248234812	0.00520222908804696
YES1	0.0330929809694849	0.027892748350705	0.00520023261877993
TRPT1	0.0187287272400563	0.0135331389984355	0.00519558824162081
PRKCSH	0.0142534271657041	0.00907838375074947	0.0051750434149546
PSMC5	0.0397547739211572	0.034589312460957	0.00516546146020023
BET1	0.0130981398996345	0.00794649858287027	0.00515164131676425
SLC30A9	0.0350782334015147	0.0299269121926805	0.00515132120883427
PHGDH	0.03287216510224	0.0277267267646578	0.00514543833758214
KIF9	0.0100502302804072	0.0049308540019774	0.00511937627842983
ANKIB1	0.0554420038027236	0.0503230379842353	0.00511896581848831
MRPL39	0.0942135150038871	0.0890948187544791	0.00511869624940803
CARS2	0.0136347710870414	0.00851717313257445	0.00511759795446694
TM2D1	0.0351553921110486	0.0300460449986615	0.00510934711238703
TSSC1	0.0195366560183652	0.0144308006881288	0.00510585533023645
TRIM16	0.0344906228249239	0.0293931653070191	0.00509745751790478
TIMM9	0.0293182353507771	0.0242265657024924	0.00509166964828476
BCAP29	0.0379692618907949	0.0328866961058285	0.00508256578496648
TIMM13	0.00918462227889233	0.00411158567571636	0.00507303660317597
ARHGDIB	0.118723140417735	0.113654109173316	0.00506903124441926
MCCC2	0.00703303669421152	0.00196573359394296	0.00506730310026856
SLC25A4	0.0672336452838178	0.0621766260472385	0.00505701923657936
RAB4A	0.0146511991523152	0.00959656716098002	0.00505463199133516
SUMO1	0.0342212456235882	0.0291710075072785	0.00505023811630971
MAST4	0.114181397254664	0.109147036053535	0.00503436120112906
LIMK2	0.00804418598556583	0.00301501374138961	0.00502917224417622
PRRC2A	0.0128346315157648	0.00780641849475814	0.00502821302100668
HINT3	0.0248969522700807	0.0198756634224891	0.00502128884759159
NDUFAF3	0.042561593583511	0.0375441740986474	0.00501741948486354
DBNL	0.0171761072826524	0.0121652739567963	0.0050108333258561
PRKRA	0.0128595432292829	0.00786343846263793	0.00499610476664502
RDH10	0.16986302661194	0.164873701072746	0.00498932553919371
GDI2	0.0178314078062589	0.0128534564575141	0.00497795134874481
BORCS8	0.0129427395888938	0.00796489214103681	0.004977847447857
KCMF1	0.0333365871453072	0.0283639805814026	0.00497260656390461
GAPDH	0.0757753310281792	0.0708169623716318	0.00495836865654732
DCTN4	0.00987499959286165	0.00492209035415464	0.00495290923870701
DDX54	0.00868992818940983	0.00373891586252491	0.00495101232688492
OSTF1	0.0109038937203867	0.0059729633208414	0.00493093039954535
COPS2	0.00957195378961024	0.00465447845306533	0.00491747533654491
RBM28	0.0109194189787005	0.00603291418061182	0.00488650479808872
HMGB2	0.435893402753617	0.431007267384651	0.00488613536896632
IP6K2	0.00731291129571524	0.00242891406924077	0.00488399722647447
MRPS9	0.0399612728045672	0.0350883478964173	0.00487292490814992
OCIAD1	0.0193787293155349	0.0145079028331493	0.00487082648238568
S100A3	0.0120644166435711	0.0072078530287646	0.00485656361480652
FLOT2	0.0097798469230481	0.00493014422895404	0.00484970269409406
NCEH1	0.0211132933934153	0.0162695418843619	0.00484375150905342
ATP5J	0.0470564489039587	0.0422233117494253	0.00483313715453339
NDUFB8	0.00992818140138315	0.00509572655860267	0.00483245484278049
TP53	0.015559983637748	0.0107291584497703	0.00483082518797774
MAP2K3	0.00990161403927269	0.00509141569364038	0.00481019834563231
FMR1	0.0307716287341804	0.0259651047542453	0.00480652397993513
TMEM57	0.0153739121728573	0.0105715127104108	0.00480239946244651
DPM3	0.0131763264347326	0.00840165840971372	0.00477466802501884
RPL11	0.021363670818336	0.0165915036341955	0.00477216718414049
RNF34	0.0104400262703724	0.00571959164633625	0.0047204346240361
SAR1B	0.0253561747565743	0.0206362044337324	0.00471997032284186
TMEM184B	0.0326528862292574	0.0279439844410137	0.00470890178824365
DNAJC2	0.0275906870267743	0.0228869978478392	0.00470368917893515
NUDT16	0.0300372492749396	0.025339868585147	0.00469738068979259
PDCD6IP	0.0373967051294739	0.0327059263903229	0.00469077873915098
HSPA9	0.0241879053040988	0.0194975666302937	0.00469033867380515
ARHGAP21	0.0301761193946697	0.0254882951298713	0.00468782426479835
RECQL	0.0142701050235885	0.00959348570593097	0.00467661931765758
APOD	0.0168891340760012	0.0122243094758736	0.00466482460012763
CNN2	0.0426271773834201	0.0379654984776197	0.00466167890580037
MSL3	0.0279474928462335	0.0232927211347232	0.00465477171151037
PGM3	0.0138547659912693	0.009222344014161	0.00463242197710826
MAD2L1BP	0.00913863645720566	0.00450896235891994	0.00462967409828572
CHCHD1	0.0132193903782904	0.00859613866755954	0.00462325171073084
RNF145	0.0358915653298355	0.0312712193100842	0.00462034601975131
TLE1	0.00991711698011012	0.00530067212692498	0.00461644485318514
CTNNBL1	0.0111676023985248	0.00655212136371467	0.0046154810348101
ACADM	0.0172702696654552	0.0126588322221658	0.00461143744328942
RAB21	0.0549526650509701	0.0503420135709781	0.00461065147999206
JPX	0.0263212850455374	0.0217180451036192	0.00460323994191817
DNAJA2	0.0195737014971208	0.014973836052725	0.00459986544439584
GPR180	0.0122757327505065	0.00768201999610163	0.00459371275440484
OTUD4	0.03003963458977	0.0254514405781553	0.00458819401161474
ARMCX3	0.0193080158979975	0.0147228010864295	0.00458521481156799
VCL	0.0298762961736978	0.0252926291313956	0.00458366704230227
CISD2	0.0132422930096772	0.00866392193607527	0.00457837107360197
PRPF31	0.0191393728607218	0.0145839613956692	0.00455541146505261
RBMX2	0.00788826165548626	0.00334037124966355	0.00454789040582271
CHTF8	0.0181220918874252	0.0135756494678197	0.00454644241960554
NAB1	0.0193012532502768	0.0147629876326018	0.00453826561767499
ZNF598	0.00958075338474112	0.0050479411737733	0.00453281221096782
MRPL33	0.0199797548301591	0.0154471297999161	0.00453262503024303
SNX5	0.0673753934063797	0.0628500281285945	0.00452536527778519
PSMB8	0.055018989125634	0.0505037102297078	0.00451527889592618
UBE2D1	0.00702589529084821	0.00251115110147212	0.00451474418937609
MRPS30	0.0250261063240976	0.0205295148488867	0.00449659147521084
WDR82	0.0254974763346539	0.0210041512763618	0.00449332505829217
FAH	0.0111368688398518	0.00664426527347744	0.00449260356637435
DPH3	0.0213166789153935	0.0168263791999252	0.00449029971546831
SF3B1	0.0320373897838414	0.0275549843412727	0.00448240544256865
IKBKAP	0.033181791030693	0.0287066162127425	0.00447517481795048
NKTR	0.0211755284934423	0.0167024249719632	0.00447310352147905
SDHD	0.0150948720231638	0.0106351392482433	0.00445973277492056
LSR	0.00773122586585997	0.00328137841007965	0.00444984745578032
CDKN1B	0.00845886220007882	0.00401156769732523	0.00444729450275359
MR1	0.0149673621636668	0.0105235390991523	0.00444382306451445
RGS12	0.0114782457256209	0.00705432851539756	0.00442391721022336
RP2	0.0165372795399491	0.012117431412589	0.00441984812736012
SSH3	0.0103322035525372	0.00592424542516162	0.00440795812737562
CPNE1	0.00626296030453918	0.00185611086949164	0.00440684943504753
RNF19B	0.00613397962293396	0.00173869864984494	0.00439528097308902
UNK	0.0212566601880935	0.0168638922663387	0.00439276792175473
PARVA	0.0137018627126949	0.00931434843825903	0.00438751427443589
TSC22D4	0.0251625195780792	0.0207764998177672	0.004386019760312
BCLAF1	0.0110074398656682	0.00663483721995271	0.00437260264571553
DNAJC8	0.0326713100421945	0.0283070425746307	0.00436426746756381
ADRM1	0.0557815317428014	0.0514275866582918	0.00435394508450962
SERPINB13	0.0488395810153984	0.0445089218085506	0.00433065920684773
FKBP3	0.0531609233020957	0.048836737682495	0.00432418561960063
CCDC167	0.00728793238508701	0.0029794733388642	0.00430845904622281
NAE1	0.0718253753267196	0.0675651326373551	0.00426024268936452
MPG	0.0230904759766588	0.0188568212608942	0.00423365471576459
CRELD2	0.0459873390780538	0.0417633028085045	0.00422403626954933
POGK	0.013432435462004	0.00920847200979072	0.00422396345221328
COMMD7	0.0141236348266612	0.00992820556266163	0.00419542926399953
TNKS1BP1	0.0269710914610827	0.02277672127209	0.00419437018899268
YTHDF3	0.0249548938204742	0.0207684011702431	0.00418649265023107
PEX2	0.0111932640829022	0.00700692263268042	0.00418634145022178
AKR1B1	0.14223827790165	0.138061202564461	0.00417707533718928
MEST	0.043658704866415	0.0394904770746607	0.00416822779175423
CLK1	0.0195819194728245	0.0154141438281756	0.00416777564464891
SPNS1	0.013359179687167	0.00919606488588642	0.00416311480128054
KIAA1522	0.0101341281056318	0.00597450574530157	0.00415962236033024
SLC18B1	0.0193090271146001	0.0151501217794497	0.0041589053351504
VDAC2	0.0124718763120185	0.00831393025115248	0.00415794606086604
CUEDC2	0.0133880035912058	0.00923065956610225	0.00415734402510358
PSMG3	0.0222030402338287	0.0181083926245356	0.00409464760929309
PRPF8	0.0104692255063077	0.00639230517118193	0.00407692033512572
TMEM160	0.00714468577172402	0.00307714995416315	0.00406753581756087
INTS10	0.0158209285720095	0.0117636340143662	0.00405729455764334
TRIB2	0.0233322596437463	0.0192750625541821	0.0040571970895642
ARIH2	0.0184265112631476	0.0143698409930968	0.00405667027005076
NAA50	0.0257176020552212	0.0217026324924003	0.0040149695628209
CTAGE5	0.0145625273029182	0.0105619900313928	0.00400053727152546
RIOK1	0.0204531279168926	0.0164532494576409	0.00399987845925168
MAP1LC3A	0.00735753124253344	0.00336169033717723	0.0039958409053562
MCL1	0.0672633261596944	0.0632740862245277	0.00398923993516674
LINC00493	0.0314312063783239	0.027447198696944	0.00398400768137984
CLDND1	0.00892041137616558	0.00493659224189074	0.00398381913427484
INTS12	0.0230005649215017	0.0190337769633001	0.00396678795820156
MRPL19	0.0253195019428723	0.021367837730811	0.00395166421206137
MRPL20	0.0102108210255388	0.00626820843273981	0.00394261259279904
CHMP3	0.0452404598421289	0.0413065473088845	0.00393391253324436
DCAF10	0.0221224244412291	0.0182024659549476	0.00391995848628148
TMEM109	0.0379330711795372	0.0340307381427924	0.00390233303674485
ICE1	0.00964232835324526	0.00575303454016356	0.0038892938130817
SMNDC1	0.0221043838706012	0.018231809205269	0.00387257466533226
MCTS1	0.0134732199663469	0.0096142001439222	0.00385901982242466
IDS	0.00717577700714761	0.00333496945689111	0.0038408075502565
DHCR24	0.0473213511041939	0.0434860055268951	0.00383534557729885
LAP3	0.00732437567483003	0.00349660489673252	0.00382777077809751
STEAP2	0.0108657299800349	0.0070392865702366	0.00382644340979828
NEU1	0.00797531385817081	0.00415837929908093	0.00381693455908989
NFIB	0.028537418365593	0.0247219076418477	0.0038155107237453
MLLT6	0.0144704822211087	0.010661318059943	0.00380916416116575
SMG1	0.0381545101143523	0.0343528509849783	0.00380165912937407
CALR	0.0194621411897898	0.0156635691332126	0.00379857205657715
MAPKBP1	0.0136432844366378	0.00985097767531469	0.00379230676132314
SNAP23	0.0269466608051921	0.0231700974613362	0.00377656334385587
SURF1	0.0111327337407407	0.00735907404648968	0.00377365969425101
AURKAIP1	0.0382682714093267	0.0344953302233777	0.00377294118594903
ZBTB8OS	0.0220924021681056	0.0183295065597222	0.00376289560838347
HAUS6	0.00774503964172703	0.00398368395505147	0.00376135568667556
EIF3J	0.0135506408511972	0.00979125539743048	0.00375938545376671
PYGL	0.076965369061978	0.073206105120033	0.00375926394194495
SENP6	0.0226374204686557	0.0188832006464852	0.00375421982217049
BICD2	0.0075589948490257	0.00381508322331472	0.00374391162571098
RAB1B	0.0344108378238397	0.0306726911862558	0.00373814663758393
C2orf47	0.00777670887058244	0.00403893536303623	0.00373777350754621
ZNF562	0.0101652580800543	0.00643347749197465	0.00373178058807963
HNRNPDL	0.0111330985094503	0.00741145612437795	0.00372164238507238
OSBP	0.0124824254714562	0.00876210005391372	0.00372032541754247
SEC24C	0.038134995444369	0.0344183010800389	0.00371669436433007
ZNF195	0.00952642710701981	0.00581199807395962	0.00371442903306018
C6orf89	0.0133830547195213	0.00967206911695997	0.00371098560256131
ACP1	0.0375798043608373	0.0338726927923759	0.00370711156846146
PPP2R2A	0.0521025308172543	0.0483977741656734	0.00370475665158085
SLC44A4	0.196263671408356	0.192565809738493	0.0036978616698625
TAPBPL	0.0105586127078061	0.00687539429517165	0.00368321841263446
PSMD12	0.0201807981687496	0.0165071894873471	0.00367360868140253
DDX42	0.0367784581068621	0.0331070383223962	0.00367141978446592
ZFAND2A	0.0135506375939575	0.00988417132880479	0.00366646626515274
FUNDC1	0.0144111477868726	0.010758669892529	0.00365247789434366
C11orf31	0.0265675648022225	0.0229377347842972	0.00362983001792527
SCRN1	0.0072453995098436	0.00362389198121024	0.00362150752863337
LONP1	0.012101481404592	0.00848204471256332	0.00361943669202863
COX20	0.0138949323712761	0.0102899065849112	0.00360502578636499
PHF6	0.0284626248908286	0.0248677501001617	0.00359487479066692
CHD8	0.0260535136540411	0.0224671244762616	0.00358638917777955
UPP1	0.141288666245509	0.137716196805455	0.00357246944005393
C8orf59	0.00850003990550544	0.00492929112620229	0.00357074877930316
ATRAID	0.0112551457149933	0.00769035375934708	0.00356479195564618
NUP37	0.0525477140734891	0.0489941717018698	0.00355354237161932
NCOA4	0.0314870952887603	0.0279450201192851	0.00354207516947515
URI1	0.0194815624312491	0.0159558370070998	0.00352572542414932
PSMA6	0.0087787911024053	0.00526467888513859	0.0035141122172667
SLC16A4	0.00943765387222767	0.00592448698953636	0.00351316688269131
THG1L	0.018915353752021	0.0154117699327725	0.0035035838192485
RLIM	0.0350470128817202	0.0315463357851142	0.00350067709660599
RNASEH1	0.0228598386464333	0.0193710855554561	0.00348875309097718
SSNA1	0.0179412680409213	0.0144575285136611	0.00348373952726015
AP2B1	0.0145107450374354	0.0110283676783585	0.00348237735907692
FAM53C	0.017738273482923	0.0142565281373782	0.00348174534554474
SCAND1	0.0227404029323357	0.0192667833366605	0.00347361959567515
NUPL2	0.00714044272929987	0.00367085784448164	0.00346958488481822
YIPF3	0.0114138083127795	0.00796855369896568	0.00344525461381384
NGFR	0.0257032654051122	0.0222581668473043	0.0034450985578079
MAX	0.0303003529667063	0.0268606582782679	0.00343969468843832
ITPR3	0.0157908620803254	0.0123526949831675	0.00343816709715787
MYO6	0.0296100546971942	0.0261726103961332	0.00343744430106097
SMC5	0.0231013685302423	0.0196705827797873	0.00343078575045499
TFPT	0.0119267563421066	0.00851146759503901	0.0034152887470676
GMDS	0.00739376277007234	0.0039801639854821	0.00341359878459024
KIAA1191	0.0296732813892137	0.0262759007545688	0.00339738063464494
C12orf73	0.00988163956043643	0.00649560380207281	0.00338603575836362
EIF4G3	0.0137589470688766	0.0103806876817602	0.00337825938711645
MARVELD2	0.0108209921613783	0.00745044875698764	0.00337054340439071
HADH	0.0337690962694776	0.0304145532180867	0.00335454305139089
NDUFA10	0.0393613502618939	0.0360128170879035	0.0033485331739904
PSMD11	0.013437427619948	0.0100917104744469	0.00334571714550118
ELOF1	0.0203602837432591	0.017025311694175	0.00333497204908408
CHCHD3	0.0333592109442735	0.0300297266084433	0.00332948433583018
FOSL2	0.0158712231676654	0.0125511372012433	0.00332008596642218
RBFOX2	0.0215064203069903	0.0181866058378589	0.00331981446913136
NFKBIL1	0.0248270959408564	0.0215108781554183	0.0033162177854382
SWI5	0.0263822452823653	0.0230695812671208	0.00331266401524449
CTTNBP2NL	0.0146930859181005	0.0114085375792916	0.00328454833880894
TSPAN17	0.0124737636851203	0.00919427948570965	0.0032794841994107
CCDC43	0.00663792705141026	0.00335952947927171	0.00327839757213855
ZPR1	0.00991113964444159	0.00664778114330551	0.00326335850113607
SLC9A1	0.0205570423960999	0.0173019417613355	0.00325510063476442
PUM1	0.0476179464697899	0.0443666748558974	0.0032512716138925
TBC1D20	0.0253589759272353	0.0221093239810976	0.00324965194613773
BMP1	0.0170293447646296	0.0137962903941223	0.00323305437050729
TLR3	0.00909343973492257	0.00587204053272097	0.00322139920220161
TSPAN1	0.0902518526038149	0.0870364902635055	0.00321536234030943
CCM2	0.0104687731100542	0.00727807219962144	0.00319070091043281
TMEM126A	0.0108835626347257	0.00771854126527523	0.0031650213694505
NRBF2	0.0318975246428204	0.028738784857778	0.00315873978504238
SUCLG2	0.00627318518245667	0.00312189327502334	0.00315129190743333
RRP15	0.0125064541589283	0.00935847404818634	0.00314798011074194
NFKBIB	0.0152462455256766	0.0120993023992014	0.00314694312647521
RPL39L	0.190592517498665	0.18744971989603	0.00314279760263536
CNOT7	0.0276951101257083	0.0245548013031625	0.00314030882254577
NDUFV1	0.029917979496326	0.0267827593703065	0.00313522012601952
C1D	0.00797489591983927	0.00484267869704264	0.00313221722279662
ARRDC1	0.00845902628705727	0.00533597793404802	0.00312304835300925
DAAM1	0.0158980752683824	0.0127778878387391	0.00312018742964332
SNRPB2	0.0447957154983177	0.0416863506426135	0.00310936485570416
TSPAN6	0.0136477187113568	0.0105449547395582	0.00310276397179856
SNRPN	0.0144118144002279	0.0113294408206126	0.00308237357961533
LTA4H	0.00455886023645646	0.0014801749084721	0.00307868532798436
NFATC3	0.00749314112091816	0.00441535227562586	0.0030777888452923
BFAR	0.0117227637581474	0.00864825264217545	0.00307451111597198
C16orf87	0.0113257986667805	0.00826302560650655	0.00306277306027394
LRP10	0.0634380321863105	0.0603846849540186	0.00305334723229186
GORASP2	0.0264610307986056	0.0234210312896018	0.00303999950900377
NQO1	0.160142200245159	0.157103253489716	0.00303894675544281
RPL18	0.0160246399582927	0.0129857895863477	0.00303885037194501
MIR22HG	0.0214222873638479	0.0183843212686147	0.00303796609523314
CHCHD2	0.029472202811851	0.0264367902017272	0.00303541261012386
PHF14	0.0252847980112256	0.0222606447715311	0.00302415323969451
TNFRSF10A	0.0169329875796321	0.0139206118624254	0.0030123757172067
EPC1	0.0206006705482007	0.017596620984534	0.00300404956366672
TIMM10	0.0345090957704953	0.0315081532985384	0.00300094247195688
MRPL12	0.0334003335260673	0.0304177595307669	0.0029825739953004
STX5	0.0147176934860672	0.0117434001656934	0.00297429332037378
GBP5	0.097469007274479	0.0945026070141122	0.00296640026036674
SCO1	0.0101494136238376	0.00720471955639029	0.00294469406744727
YWHAH	0.15118104607442	0.148254374906244	0.00292667116817566
FAHD1	0.00774709214535155	0.00482430892021537	0.00292278322513618
APIP	0.00598566543497869	0.00307197499146967	0.00291369044350902
MSMO1	0.0163513172160926	0.013440031600442	0.00291128561565058
NGDN	0.0170709468227187	0.0141679545477822	0.00290299227493653
ZMYND8	0.0167501512960653	0.013849708503696	0.00290044279236928
PPID	0.0425689065704614	0.0396876498259938	0.00288125674446762
ATP8B1	0.0224685674764046	0.0195891578859401	0.00287940959046448
CLDN7	0.100349304470805	0.0974790786853754	0.0028702257854301
PGAP2	0.0118872327165842	0.00902093778588516	0.00286629493069908
MLST8	0.00907686596432026	0.00622345950469625	0.00285340645962401
MANBAL	0.0131881170300943	0.0103350245566123	0.00285309247348195
TPGS1	0.00633804645288618	0.00349368514309694	0.00284436130978923
MAZ	0.0164573592826403	0.0136207248005822	0.00283663448205812
CUL1	0.00955998922271408	0.00674127587431346	0.00281871334840062
PDLIM5	0.0218645081431402	0.019048972394673	0.0028155357484672
CCDC6	0.028422555779664	0.0256108502849558	0.00281170549470816
LSM7	0.0143555424120824	0.0115439755765928	0.00281156683548955
PRDX3	0.0117074166816952	0.00890328036568001	0.00280413631601523
RNF187	0.00921080193715221	0.00641469448869143	0.00279610744846078
DHPS	0.027600496550323	0.0248085908317834	0.0027919057185396
KLK6	0.0212684187199681	0.0184889287106314	0.00277949000933676
PSMG2	0.0310159245675416	0.0282364975224316	0.00277942704511002
OTUD6B-AS1	0.0155986446402197	0.0128207240680876	0.00277792057213204
GOLGA8A	0.0122638069888807	0.00951747803356541	0.00274632895531525
NLRC5	0.0107631875418592	0.0080298942423877	0.00273329329947149
MRPL13	0.0163761728455235	0.0136478661327245	0.00272830671279908
NUP50	0.0130854799056789	0.010364111073249	0.00272136883242989
RP11-382A20.3	0.00455918860513793	0.00184441084468135	0.00271477776045658
ZNF618	0.00727780780667197	0.00456591297773862	0.00271189482893336
ODF2L	0.0276342987559356	0.0249419580993363	0.0026923406565993
ILF3	0.0126556453040753	0.00997175364109238	0.00268389166298293
DUSP12	0.00460796459859311	0.00192605437825216	0.00268191022034095
SERPINB6	0.103314925172372	0.100647777841746	0.0026671473306259
NACA	0.0105994833860719	0.0079339396486916	0.00266554373738034
FBXO28	0.00357728571789586	0.000918634629589865	0.002658651088306
EIF4B	0.0311324548306827	0.028475832454112	0.00265662237657071
ARHGEF35	0.0101375087484615	0.00748995365919527	0.00264755508926625
EIF3H	0.0274882330035003	0.0248411824137401	0.00264705058976018
CKAP5	0.016665239602205	0.0140257148792119	0.00263952472299311
TMOD3	0.0548181154991081	0.0522017411304145	0.00261637436869357
CBY1	0.00486331162575079	0.00224770032700586	0.00261561129874493
FOXN2	0.00780548479388381	0.00520332658831441	0.0026021582055694
IMPA1	0.0154970435030283	0.0129021625674035	0.00259488093562473
APOO	0.0674371460511956	0.0648567469974589	0.00258039905373667
CBFB	0.00636543483933692	0.00379525237653718	0.00257018246279974
C8orf76	0.0127930731194159	0.0102248033370958	0.00256826978232009
KYNU	0.0780417305043504	0.075492944534677	0.00254878596967344
SDCBP	0.0407202053300674	0.0381718140028639	0.00254839132720347
PPP1R15A	0.060911062129403	0.0583644797196028	0.00254658240980018
CDCP1	0.023941350006184	0.0213952064110552	0.00254614359512874
TMEM261	0.010377084690743	0.00783596742214772	0.00254111726859533
SLC35A4	0.0329899622406768	0.0304508319374333	0.00253913030324349
UQCRFS1	0.0222218997901527	0.0196864942931533	0.0025354054969994
KIAA1033	0.0331842758608417	0.0306512951380307	0.00253298072281102
SHMT2	0.059310583063994	0.0567795617433641	0.00253102132062986
KMT2A	0.026980847161996	0.0244511508156159	0.00252969634638009
FHDC1	0.0252709381416803	0.0227461700962005	0.00252476804547984
TNFAIP3	0.0862839669875515	0.0837659948433507	0.00251797214420085
TSC22D2	0.0147624954330459	0.0122631736591751	0.00249932177387084
SUSD3	0.0139897794084234	0.0114943709756237	0.00249540843279967
DNAJB9	0.0875240020276183	0.0850309477726251	0.00249305425499322
METTL8	0.0195277288680093	0.0170403792038959	0.00248734966411347
XPOT	0.0131462957221638	0.0106614257185179	0.00248487000364587
TGIF2	0.0116382775769709	0.00915483445006426	0.00248344312690659
WNT7B	0.0734960763320499	0.0710294806155668	0.00246659571648306
DCTN2	0.00981205097314979	0.00735418384015691	0.00245786713299288
MTMR9	0.0157289730429246	0.0132791345549823	0.00244983848794224
IMMT	0.0261518225445333	0.0237024085754214	0.00244941396911187
EXOG	0.0131329970372607	0.0106912073771448	0.00244178966011589
PPA1	0.013509179039053	0.0110693903617596	0.00243978867729342
PISD	0.0118692019929139	0.00943446442333578	0.0024347375695781
TIAL1	0.0343157738733971	0.0318853949902534	0.00243037888314367
WAC	0.0413398286805239	0.0389156884108326	0.00242414026969132
TPR	0.0227171188918183	0.0203098746319537	0.00240724425986463
PPP1R10	0.00802317660483734	0.00564049125496174	0.0023826853498756
PCNX	0.0162375990702342	0.0138759550183039	0.00236164405193027
ACADVL	0.0194297535633098	0.0170890101398819	0.00234074342342794
LGALS8	0.0263397422898099	0.0240011616235279	0.00233858066628202
HNRNPA3	0.0176257763086668	0.0152904950320426	0.00233528127662419
SLC31A1	0.0104175729261697	0.00808862624488581	0.00232894668128394
CP	0.220565510296956	0.218246817607263	0.00231869268969334
RAB3IP	0.00949885837718371	0.00718130705759512	0.00231755131958859
IFNL1	0.621123652289413	0.618817380133239	0.00230627215617452
SSU72	0.0373088455220772	0.0350060436933547	0.00230280182872251
HADHB	0.0185386881083071	0.0162401982355677	0.00229848987273936
AFF1	0.00854078725061553	0.0062426195294183	0.00229816772119724
IRAK2	0.00842223009448412	0.00612519810231376	0.00229703199217036
PLIN3	0.010977210867672	0.00868607564897835	0.00229113521869366
RHBDL2	0.01682033745442	0.014546881947998	0.00227345550642198
SIKE1	0.020246039469903	0.0179832784761239	0.00226276099377905
LINC00662	0.00784282992001825	0.00558116428649758	0.00226166563352067
SRRD	0.00836274665351043	0.0061016233337909	0.00226112331971954
NELFB	0.0356072371619468	0.0333478663873139	0.0022593707746329
RBM18	0.0126285358715195	0.0103746171825111	0.00225391868900845
UTP6	0.0173399991387607	0.0150888604872883	0.00225113865147236
GRAMD3	0.00879983758793826	0.00655877241190224	0.00224106517603602
VPS53	0.0256773127975282	0.0234387637814344	0.00223854901609375
ASPH	0.0458675731498195	0.0436367659247674	0.00223080722505212
CREG1	0.0145047687667286	0.0122829455784227	0.00222182318830593
TNIP2	0.0111591437877773	0.00894450650105044	0.00221463728672685
SNX9	0.0162791962425988	0.0140684274622903	0.0022107687803085
YAF2	0.0129344154162799	0.0107260317628357	0.00220838365344418
DUT	0.154812153674924	0.152617956422142	0.00219419725278175
PANK2	0.00697288114032923	0.00478308621564402	0.00218979492468521
CPSF2	0.0201020987940534	0.0179131882572937	0.00218891053675977
RP11-532F12.5	0.0099391467167859	0.0077523995360733	0.0021867471807126
ZNF146	0.0164831970320176	0.0142976212990417	0.00218557573297589
PRR14L	0.0245408938485	0.0223698345753619	0.00217105927313814
THUMPD3-AS1	0.00910794696624715	0.00693739277957534	0.00217055418667181
UBL7	0.00666081753042768	0.0044909504779337	0.00216986705249398
PYM1	0.0182274586863032	0.0160609219625994	0.00216653672370382
RAB31	0.00753169875184984	0.00537776422771737	0.00215393452413247
PCBP2	0.022272093181301	0.0201351462567085	0.00213694692459248
GTF2H3	0.0142699787165988	0.0121393521614393	0.00213062655515947
ASXL1	0.0132999109950816	0.0111706786572347	0.00212923233784694
WDR11	0.027132888651927	0.0250042188827557	0.00212866976917129
DCUN1D1	0.0341432573639941	0.0320174957541191	0.00212576160987498
CTBP1	0.0260014633012082	0.0238891926612019	0.00211227064000629
SNPH	0.0195577263497774	0.01744698686122	0.00211073948855743
IVNS1ABP	0.00758281413120816	0.00548155955225131	0.00210125457895685
CPSF3	0.0100494840174513	0.00797342608783386	0.00207605792961739
CLCN3	0.0160182249216239	0.0139462549707816	0.00207196995084224
COX19	0.00593892637288671	0.0038748996974198	0.00206402667546691
BLZF1	0.0315313459152209	0.0294741601494799	0.00205718576574095
