,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
MBD4,0.983896545,1.029558897,0.763071577,0,1.326652391,1.203389117,1.085492642,3.841077444,1.082225699,1.295605489,0.950319098,1.091327478,1.749834574,0,1.340505301,2.639648933,1.527270557,0.772983552,1.918119044,2.295340998,1.268913416,1.224781194,0.364236231,3.150088449,1.155684478,1.419053417,1.234440006,0.556601082,1.400756503,1.562913999,1.200880954,0.881899503,1.629473197,6.029726733,0.64745267,1.572259109,1.223237181,1.686522938,2.091530593,1.067432209,1.780226097,1.324868195,0.892507603,0.878215257,6.506351223,3.88631602,0,0.803061675,1.320138043,0,0,2.33616911,1.297308823,0.792355631,3.115149799,0,0.624428477,1.673330279,0.709996369,0.475084883,1.492776126,1.239764627,2.299127408,0.96095646,1.809825996,6.825990368,0.761540595,1.220453786,0.490878146,0.666483931,0.926151273,0,1.053319904,2.529870909,0.594070757,5.111523815,3.714443359,1.060808317,0,1.068808367,3.710756851,1.442598534,0,2.784231751,1.571482658,0,3.054171241,0,1.271306144,0,0,1.200755432,0.128029389,1.281431197,0.159887479,0.452806263,0,0,0.380507819,0.722728309,0.017636903,0.153935011,0,0,0.601506363,0.268075023,1.212693838,0.528171209,4.476919519,0.951363988,0.841973119,0.399444565,0.350044566,1.035342381,1.209515751,4.124617638,0,1.16774328,2.149812141,0,0,6.258767644,1.323831197,1.529321225,0.637656612,0,0.616734085,2.006477564,0,0,0.600269754
ADIPOR2,4.48415747,4.64617418,1.769306279,0,4.120011799,0,0.100977648,4.146875128,6.955854456,2.771632081,0.104605043,4.124799581,8.219005845,0,2.85939315,4.609778597,0.828144102,5.613970642,5.622245142,0.259664184,6.582881115,4.665165342,2.461345199,3.27887686,2.350129454,0.907121408,3.653988639,2.170630147,0.123401336,5.099610812,3.448041948,6.435581926,6.319641415,2.362189318,5.469365054,0,0,0,2.675996539,6.656075857,4.946716826,1.516872438,1.002090393,0,0,5.714660405,0,0.225028083,1.258699816,0,6.301245588,4.104881761,3.155587341,2.271365911,5.036745081,0,6.744088421,0,6.650236087,0,1.105543992,0,4.901528244,0.079838881,0.253384236,0,4.204602443,1.718569863,7.21412189,0,0,1.455175955,2.085832524,0,0,3.307574245,4.009777122,3.889746091,0,4.266366787,0,0,3.225213222,6.305682391,0,0,2.226601007,5.367419993,0,0,0,4.823846148,0.203764966,1.135863165,0.910732662,1.236400773,0,0,1.273873908,0,0,2.177598929,0,0,5.249354316,0,5.547752107,1.482745045,0,0.292781749,0,4.142576814,0,2.505459073,0,0,0,0,3.690517667,0,0,0.372394965,0,0,4.555503292,5.659513606,4.407107975,0,0,0,6.314192582
KDM5A,4.688762244,1.418891556,4.763937351,0,2.701127609,1.615792931,5.34314129,2.467331657,1.073271836,0.094371211,0.03801469,0,2.559981194,0,2.145938258,1.224781194,1.350497247,5.790446248,6.147811391,0,4.362771442,3.713904727,0.101650076,5.493461606,0,2.750263476,0.606442228,5.805692289,5.467563165,4.223878147,3.743331846,0,6.273079435,2.43645504,0.051024003,3.573119996,6.109901678,0,1.935007067,1.455859809,4.905018687,2.47518867,2.063330361,0,0,7.082367292,6.131998909,5.821470426,0,8.110164851,0,6.147353512,0.84967907,1.04879418,3.941096918,0,1.725435792,0.380064459,0,0,3.863155457,0.725872007,1.077379741,0,0.629006833,4.263522736,0.328376934,2.818462028,2.999404766,0.955535998,0,0,0.267356012,1.791689067,0.887837171,4.245176178,6.637416073,0.086919607,2.080725874,0.28534303,1.533164621,1.149064218,4.445713463,0,5.713228403,0,5.482267475,3.379815009,0,0,4.790537477,6.4056912,0,0,5.259475881,2.442518916,2.016852849,0,0.464145457,3.586656672,7.841112049,0,0,0.029700234,4.738870497,0,1.054779032,0.114900024,0.49241724,0,2.002486505,0.268194823,2.760838352,1.754288927,0,0,0,0.978634962,2.525818322,1.526769951,0,7.803919927,0,0,5.679314004,4.997640166,6.068784726,5.645422106,0,0.607484193,0
LPCAT3,6.017331796,0.98564615,3.558561532,0,1.428035163,1.223051788,2.311008957,4.142650328,3.096649804,0.293017272,0,7.576336196,0,0,1.338909273,6.641080662,4.214754292,7.697734905,5.327931625,2.992260861,2.744225692,4.998114248,2.065227623,0.906428859,3.680436887,0,0,0,5.783498562,5.767156866,1.155360663,0,0.378289653,2.402094544,3.076832696,8.065127432,5.964068189,0,0.94732952,6.687971886,8.038417524,5.342277387,4.95748284,0.162725653,0,5.022962525,0,4.161291138,4.605743216,9.149148836,0,2.227710275,2.542926612,0,3.480433168,0,0,0,3.355960644,4.281000841,2.040226148,2.218843151,4.079190348,7.232381591,0,0,0.342896037,0,0.194213156,0,0,4.367378055,0.575796375,0,0,0,2.861002514,8.823843919,0,3.274813284,0,0,5.312062473,5.793750253,1.181993025,5.290144213,3.210949873,0,1.872434796,0,7.619030716,0,0,0,3.129596254,0,0,0,0.700794799,6.862912544,0,0.113433803,0,3.588252899,1.318866335,5.211650826,4.760465811,0.457226546,0,2.947890538,3.178587175,6.937503296,7.565608599,6.633415226,3.974446713,0,0,3.305999696,0,0,0,7.232299078,0,1.493083671,2.405556763,0,7.745218505,5.831431396,0,0,0
CNN2,0,1.155036775,6.106630984,0,9.228766272,7.352047841,0.414352056,6.516864561,5.575772177,3.385983159,5.63742187,5.570824167,0.726133673,0,2.758345822,0,8.218070589,6.305479936,0.736821317,0,0,3.31594294,5.193960937,0.869476634,9.225592827,7.280876533,0.217727042,1.286762889,0.497331335,0.180020521,2.61999983,5.576171398,8.110865368,5.623559636,6.35892543,5.019177041,1.965876614,2.870088485,4.108925847,0.211759833,0.430713468,9.471340714,3.793739851,0,3.958647829,1.420347653,0,2.814919509,0.767824268,8.750675503,0.595026184,6.788902307,0.306962124,6.602306918,7.548694006,0,0.336397656,0,0,6.441661083,0.423524388,0,1.924441986,0.838346737,1.210825223,0,7.322964659,6.510286289,5.590865458,5.300965661,0,0,6.897822469,2.937156038,0,7.212892236,0.407624676,0,6.041799308,0,0,7.234554968,4.137569099,2.763836459,0,0,0,2.585779796,0,0,3.349138777,5.015279001,7.674011434,0,0,0.405447844,4.153659438,0,3.825999269,0,0.345623464,8.213494071,0,2.985099626,7.973607258,5.235696429,0,0,0,7.71403322,0.864889364,5.333201874,0,6.943579126,0.170053235,4.141645321,0,6.303831881,7.512726243,0,0,0,0.458382004,7.575332755,0.409689628,6.914074134,0,0,4.994665704,0.282261867,0
TNFRSF1A,4.618502969,7.309700983,5.160186072,0,0,6.950300432,0,7.926004757,3.976876829,5.994269702,0.509341141,0,2.496053234,0,6.184530245,0,0,7.020471087,7.553550966,5.73930267,0.691444831,4.311670219,0,0,5.696372248,1.180593462,0,0,0,4.129851739,0,3.761072471,7.134478688,0.503246954,0.959621798,5.150064071,6.91318862,1.242876843,0,5.975242683,0,0.640250721,4.820265777,0.796265489,0,7.6510682,0,5.214330779,0,0,0,0.563451034,4.094886319,6.069700019,6.902335315,0,0,7.162173775,4.853416857,6.647606646,1.261951979,2.401166239,0,0.147046143,7.429892928,0,0.39429462,4.922155024,3.042101474,7.115152921,0,0,5.083553787,0,0.332049084,4.914779764,1.871133952,7.846394275,4.767930176,5.214812564,2.132840024,0,4.230833209,5.360143009,7.240818993,2.062328981,2.702391584,2.3522783,7.348926401,1.897937398,6.261077551,4.757167295,0,6.234807853,2.698618554,5.483925386,6.853848477,0,0,0.665847521,0,0.252657864,0,0,3.956521363,0,3.900296861,1.454754961,0,0,0,0.622461867,0.285224645,7.243605299,6.598237153,0,4.115491089,0,5.248872549,0,0,0.946805706,4.000567949,0,2.541836944,0,5.080580922,4.078626912,1.822036672,6.909247476,7.404215969
NDUFA9,4.430432479,6.993697003,0.561301694,0,7.448330267,9.028436545,6.687193695,8.024479815,7.556819467,4.018838886,0,8.016123541,4.776288262,0,8.249628795,6.94377719,6.418107284,0,7.419712476,0,0.271186602,5.435041797,0,0,2.98170655,8.387926845,8.001964334,0,0,6.067498897,3.816773761,0,6.847371854,5.203530072,9.560122243,8.713662482,0,0,2.436055206,0,0,9.268873425,9.089257138,0,0,0.366140336,9.280003526,7.905604822,0,0,0,6.420948875,5.665620164,5.896870022,0,0,9.471775184,0,7.350875551,0,0.554146767,6.192752431,0,0,0,0,6.142972925,5.283232847,8.596697033,8.270983918,8.056302266,0,7.293714415,0,0,1.668754533,5.41849357,0,2.028569152,4.149324409,1.708981769,0,0,6.785529628,0,6.987468675,4.838180309,0,1.250597823,0,6.374383986,0.592732095,6.985486768,0,6.200743663,7.565669522,0,0,5.453293684,0,0.459011864,3.696105128,0,0,6.850209345,0.3068455,3.51525829,6.764135131,0,3.910617549,5.258356857,0,6.999331472,8.84910355,8.73531705,0,0,0,7.43602938,0,0,2.801986364,0,0.671021568,0.93364817,0,8.18953352,6.490839648,5.43382076,7.826167108,0
SBNO2,2.078848898,6.425001004,7.024116852,1.705447158,0,0,3.745043669,6.672217409,5.7924129,1.966245873,6.206486944,5.40275969,4.326609251,0,5.515242518,0.376846014,2.89110806,7.269749452,0.368712484,0.224040274,3.349039672,4.498429597,1.78383378,0.628353671,0.76502547,0,3.877812948,0.346644922,0,2.485401065,3.890582881,0.220825216,7.794876545,0.171078696,4.065167294,2.86716505,0.799418922,0,0,2.481376448,3.148429805,4.271739401,5.569442483,0.540820831,2.689925311,5.982596636,0,5.450399677,0,0,0,0.148869044,1.364460374,0.57065722,5.124853333,0,1.275066662,0,4.230003138,0,2.479178814,3.176402566,4.202010167,6.986738576,0,0,4.735267625,0.10795563,0.195851509,3.831563137,2.421479157,6.890801729,3.541589178,0,0,2.693475806,1.214995135,3.33451107,0,3.312316654,0.691712816,0,0,1.581592279,4.970591406,0,3.024585638,0,0.457646819,2.976601927,3.517628449,2.289155737,2.157561176,0,0,0,0,0,0,0.613720228,4.328915431,3.242251888,0,0,0.158207748,0.654985383,4.188654118,0,4.281037946,1.432478429,4.599317794,0,1.711450854,0.404358195,0.140647793,2.859432909,0,2.517477278,4.421068416,0.274887812,0,0,0,2.077072053,3.394239735,0,0.990010902,3.471148433,0,2.733506195,0
CD69,0,6.894584974,0,0,0.156267163,0,0,5.195383035,0.165558254,0,0,7.653808837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.751348562,0,0,0,0,0,0,0,0,0,0,0,0.092207438,0,0,0,0,0,0,0,0,0,5.097084016,0,0.072723231,0,0,5.185985444,9.913364569,11.74045409,11.66142918,10.51733495,9.295499423,3.35000212,5.54013889,0,10.01174944,11.57397034,8.4947672,10.35490093,1.910540801,8.48685915,10.56795541,8.988565972,8.756621701,9.74608464,9.642052776,5.449531662,11.00385293,7.426609451,0.93644007,2.205423794,10.04981752,9.608636656,9.167567927,6.670299337,11.36093611,9.706867048,7.007832372,10.90839562,8.111628659,9.255970618,7.912106716,10.42947087,7.426322629,10.07194845,9.677267914,1.434348001,8.871324347,0.843260306,3.172455512,7.576432193,0,6.28093405,6.279291133,8.834223574,12.48773544,4.428524325,4.57640725,1.106683324,9.446738013,9.90184422,7.343646771,9.353981538,12.48071902,8.727267351,3.583422805,0,0,10.48354515,3.40740714,11.55276711,2.67323981,6.275523002,9.432784695,5.922735428,8.935519564,10.9052577,11.96903512,11.96299882,8.90986219
CSDA,4.334882866,4.648983064,6.564387315,0,0,0,0,5.422592957,0,1.814345335,4.739972281,1.134812356,5.740085653,9.310331258,5.848117126,6.903558935,6.994976773,5.372011812,7.627013618,4.210349897,4.457160867,5.137913322,6.246997055,6.04951533,0,5.889668225,3.040646994,0,0,5.367266215,5.169524197,0,3.558218645,5.791790634,4.788826633,3.0034943,5.664349146,7.095499353,4.166699379,0,0.809579079,6.637600104,3.983413207,5.534472533,0,0,0,0,7.11204848,0,0,0.394953085,0,4.372791944,0,0,0,0,3.548559927,3.343791542,3.977527221,1.985172508,0.741402266,0.19181529,4.757460684,0,4.770374499,2.459615223,3.343450463,0,4.679390016,0,0,5.806803501,0.425029548,0.888616627,0,6.292498335,0,0,0.839234028,0,1.911499849,1.172423508,0.576183494,6.047808825,1.492724862,0,0,0,0,0,2.481324778,4.943344696,0.733354341,0.767654798,0,0.63691458,0,6.162459811,4.325933223,0,0,0.193834811,0,0,0.252536767,5.19237962,0,0.64487149,3.304671657,6.559889448,5.819806112,5.068120453,5.150673398,0,0,7.425053893,6.399196734,0,0,1.569734113,5.61853527,0,5.745549291,6.990242411,3.946206829,4.229703272,0,0,0
ETV6,5.541929846,7.885668922,0,0,6.016765953,0.096936483,7.584365763,3.834650546,0,0,0.214746523,0.077926579,0.182946495,0,0.251688799,5.086244523,4.384664618,0,0.752406071,1.635754391,5.353213885,0.359858472,5.299046794,0.331705216,7.158049162,0.896853073,0.070664101,5.187534193,0.088820033,0.308593869,6.124520454,0,0.240131118,0,0,0,3.028020965,7.716924381,0,0,0.517023672,5.225934266,1.152053587,0,2.475474047,4.291316228,0,0.677801374,0.151079473,0,0,3.559198105,0.101784524,6.659656311,2.420832692,0,0,1.326019542,5.024607799,4.664317854,4.607353989,6.898494976,5.587761018,6.918119044,6.601714342,0,1.001441974,3.287398415,0.448160918,1.934629724,6.870375817,7.22617614,1.786638179,3.707845011,1.46346552,3.015479728,3.15765818,5.394030464,4.021648506,5.964929956,2.118525849,6.017340705,4.510449292,0,1.947853143,4.715651803,0,0,0,0,6.072564611,3.677000757,7.50372717,0.360532839,2.953917052,3.936779257,4.934313623,0,5.761216116,0,7.676048742,4.578763647,0,6.55164367,0.703986604,7.830779479,0.07751647,0,0,3.529233756,1.337939394,7.586055379,0,5.475039474,3.42515043,0,0,0,2.73954571,1.894449162,9.401474745,6.459487358,2.08007774,0,4.305634971,5.520620252,0,4.776267203,0,4.817781843,6.924856437
STRAP,3.622649279,3.861260639,4.727163522,0,5.905030725,3.97037513,7.225593068,0.688851744,4.380230735,0.13251104,5.452002316,0,6.659219589,0,5.625881226,6.250148692,7.278271956,0.393855477,4.133908705,0,2.02832161,1.220391872,5.765964309,3.369703772,0,6.293381521,0,0,0,7.417491374,0,3.829149348,4.818773885,4.376964058,4.252150701,0,8.037590879,0.986156052,0,0,0,0,0,0,0,3.593317912,0,8.121165156,0,0,0,4.859507454,1.871212824,2.311474052,4.912760027,0,0,5.021168768,4.242213772,0.252415659,1.091462891,0.556110553,0,0,0,0,4.167012629,0,5.660720446,0,4.331354101,5.267562015,4.66576795,0,0,0,2.997780149,0,6.880696544,5.199519234,5.52039396,0,5.489905747,3.696338861,6.442095871,3.119671576,4.318201132,2.935384311,4.981094583,0,0.552081911,0,1.767400556,2.938982032,0,1.650305029,2.446044443,3.876742849,6.505941728,0.961178784,0,2.93319492,0,0,0,0,4.314986485,0,0,0,0.625925048,4.997974297,5.724931253,0.195473592,0,0,0,6.545020054,5.178200724,3.500343172,0,2.569102173,0,8.013389118,5.846904453,0,2.012604428,4.551128376,0,4.247054039,0
MKNK2,2.261741412,1.358846331,0.367482898,2.454149566,0,4.651539685,7.370380529,5.125903155,4.074599626,0.573665363,0.132905812,0.137634672,4.855212346,0,0.654985383,6.653932767,4.199758708,0.340049473,4.11680555,3.600781172,6.725119453,4.573732005,4.838427422,1.260507478,3.069461583,2.727659113,4.288114893,0,5.485710186,4.785754544,1.697684871,1.908851328,6.125252272,2.346673285,3.255047459,1.16774328,3.732356041,3.232599364,0,3.725544858,0.256527627,1.225460037,0.243912759,4.216873877,0,0.863224853,0,1.892585315,0.99385548,0,0,1.207767938,1.756809814,0.504772916,7.975855418,0,4.777740571,0,3.767580649,6.774120235,2.794187097,2.527245531,0,4.275007047,0,0,4.713184403,3.672674256,0,0,5.123496526,0,0,2.728290608,0,5.644848423,0,0.265796925,3.615992977,2.273307005,0,0,3.935563467,4.989429697,0,3.147176427,0,0,0,0,3.924859999,0,5.341686933,0,5.528871328,0,3.82581615,0,0.872001311,0,0,5.230291411,0,0,4.944183781,0,1.258338011,0,0,0,0.940580232,0.45301706,1.032100843,1.887213303,0,0,0,4.880470035,6.726979674,0,0,0,0,0,0,5.473286881,3.332421514,0,0,0,3.676052974
PLEKHJ1,1.091327478,7.376495297,0.725959235,0,1.008917095,0,2.864057349,1.301177898,3.8012311,3.027985591,2.597936335,1.892429886,0,0,0.842375488,0,5.544071115,3.906890596,4.04377319,0,7.511148572,1.252960563,1.454123239,4.012166379,1.028852006,1.749448454,8.352698947,0,6.57846176,6.294514151,0.695815692,0,0.805375011,0,1.431195035,0,0,3.138339389,3.560274743,1.753732884,0,2.062259894,1.18173866,0,0,0,0,4.957399258,0,0,0,0,5.348767098,0,1.50523039,0,7.701789532,0,0,5.520101614,5.727008274,0,0,0,0,0,0,4.381622546,6.301073613,5.56218441,6.975499501,0,0,1.447843644,1.783666181,6.784205572,1.190488441,7.650292103,6.321092893,4.892692163,0,0,0,0,7.645348607,3.083264436,5.696130173,0,3.090701025,4.664647808,1.903115418,3.926511864,4.805658759,5.178081182,0.854554259,0,0,0,5.696419546,0,0,0,0,0,1.790688643,5.802570647,3.813463122,0,0,0,5.907210358,0,4.611107445,2.759816296,6.84073513,0,0,4.041926313,4.708854894,6.180800301,0,5.552041936,0,8.558088511,3.644433152,4.152605293,0.832282436,3.423336133,0,4.253701908,0
ERGIC2,0,2.633686943,1.218037159,0,4.496864959,5.978335224,4.657880053,5.489436965,5.462994607,5.383752669,0,0,2.76784545,0,5.761404961,1.325271271,6.588807565,0.66402766,6.646434865,0,0,1.162596766,0,3.090887296,6.547563962,6.028938177,5.290560793,0,5.231428568,0,6.524154594,0,4.325292861,3.00975921,2.38355224,7.498994366,2.427284346,7.64950984,7.586747483,0,0,4.061914413,5.12383171,0,0,0,0,6.217234594,0,0,0,2.830863757,7.685758679,0,0,0,7.959713364,0,8.021747876,7.057986309,0.543495883,0,2.719490131,0.234991741,0,0,5.320336646,2.011245149,0,0.933572638,1.840886161,0.372840689,2.736193546,1.464354604,0.477573719,5.015943526,4.226308142,0,6.050834689,0,4.140214226,0,2.786868148,0,0.268194823,5.573341198,0,3.310471004,1.800081925,0,1.859850312,5.147180498,0,0.499578047,1.170566057,0,8.610897495,2.449217992,0.738551687,7.517921297,3.093948854,0,9.526895315,0,6.962994302,0,0.523060062,4.855800381,6.97102271,5.558286004,0,0,5.297356517,5.643483926,6.578383259,0,0,0,8.132871377,0.435628594,0,0,0,4.804528595,6.027081048,0.832363461,8.071739076,4.784886069,0,4.193377511,0
PPP6R1,0,4.476867689,0,0,1.621524444,3.543124645,5.323827595,1.122407676,0,0,0,0.315682151,0.136716384,0,4.682612623,0.126708602,3.704064095,0.282973489,4.164255305,5.069831034,5.980994086,3.196071914,3.226015216,4.048951077,2.301587647,1.181293413,0,0,7.543797444,3.607649891,5.618541143,0.347212086,5.473679777,4.589439923,0,2.951326684,0.802648189,1.380618638,6.427981546,0.44456106,0.397145797,0,0.867342995,0.085832524,0,0.251567621,7.679012731,5.22831847,0,0,0,1.223175386,5.1507465,0,6.21467465,0,5.526895119,0,1.771547572,0,2.466105019,0.147306699,0.888382834,0.236951759,2.437547355,0,3.880567989,3.24917225,1.11196609,0,0,0,1.250537189,0.727354154,1.520145627,5.753462805,3.620832703,5.890132923,5.949187057,1.623773238,0,2.748310944,0.662114331,2.378678078,1.708054771,0.52717045,3.557838926,0,0.544386466,2.017530012,0.714838962,0.223546116,0,1.171591153,2.896446241,1.951625093,2.485813212,0,0.182565182,7.298201903,0.166458372,1.783163266,0,2.683426976,3.775967084,4.834473578,4.615198511,3.74420416,0,1.640805996,0.458696969,3.234746552,2.869516116,0.262673687,1.34397626,3.116614279,0,0,0.663845547,0.175045486,0,4.615940027,0.227248184,4.272314387,2.44498504,0,2.367930141,1.680414382,1.275126274,0.570754355,1.201445671
SGTA,6.582515359,0.213876043,2.054084393,0.936063102,7.37814917,7.622721748,4.876629902,6.650582201,8.026489138,0,0,1.099497201,0,0,8.270174299,0,6.860391763,4.046953724,0,1.158918642,8.451376806,3.605766917,0.513591806,2.652279971,0,7.501365098,6.821800763,7.16829905,6.469474137,0.16491497,4.586446511,0.492929907,2.782114963,5.726809424,7.592912947,4.613808614,7.297541774,1.127567251,2.666233946,0.194465332,0,0,2.681449265,4.173599191,0,0,0,5.713508868,7.17175326,0,0,0.340277405,0.898943543,2.303839185,2.138617903,0,0.443076151,4.416670877,0,4.033863452,0,0,4.401016016,2.753903997,1.137700241,0,2.835924074,0,0.442120759,6.081595281,8.498799753,6.601123008,0.279055216,6.094702674,0,0,0.200127654,5.9588218,5.623389903,0,0,0,0,3.343464676,0,0,5.600635496,3.878666495,5.198879135,7.817659069,6.424977498,4.449290638,7.496953614,3.46456372,1.989756654,2.185581149,4.837494221,0.555521697,7.437877718,0,0,0.146264195,0,8.594769102,0,0.556993385,0,0.570074274,0,0.306962124,6.215200984,3.561057248,4.87082828,1.999603204,0,0,0,0,2.414406182,0,0,0,6.040686442,0.478713002,6.517762284,4.10401789,1.265316867,0,0,4.010788788,0
CLCN4-2,2.401739675,0.52115127,4.954149771,0,0,1.653243496,3.269870983,6.449445822,3.888606886,5.536761637,0,2.796307026,4.127930372,0,0,5.839445687,6.322944837,0,5.759155834,3.843189942,0,5.389848991,5.92083159,0,8.067358527,1.191373142,3.729139425,0,6.105007525,5.678595914,1.913952109,4.485343097,4.955461604,7.837891536,3.593270099,0,6.725780686,0.38703161,0,5.266943917,6.544706386,5.643593595,2.628096991,8.851875818,0,0,0,1.869595077,0.198619873,7.478453344,0.281312491,5.094037559,5.550315836,5.736704984,7.130738374,0,0,0,7.073610325,3.949226752,2.142250043,7.605668408,6.399933264,0,0,0,0,0.335254565,0,3.6847963,0,0,2.495669583,0,4.195308223,3.561411681,6.252336177,0.874128077,2.328664158,0,1.023610215,0,4.508675842,6.470915873,5.972485884,0,2.098150021,0,2.372701415,0,3.698007282,6.758312506,0,0,2.122639591,1.853197255,5.030883386,0,0.220453786,5.14726599,0,0,0,0,0,0.09963185,0,0.288890061,0,1.701016681,0,0.865285394,0.263515224,0,0.07299756,0,0,0,6.214488154,5.036397831,0,1.521653828,0,0,2.822281466,0,7.311869991,1.463622457,8.198365476,0,0
UBE2M,0,3.708474201,2.63301264,0,0,0,0,5.0045733,0,1.148218272,0,0,7.223423515,0,2.985281824,5.290833532,6.054831116,7.357044333,5.747529729,2.640181297,0.323658291,0,0,0,4.496487915,0,6.898491348,7.295963576,0,1.480161699,3.187134291,0,5.211152405,4.10853282,5.504712544,0,3.053128718,1.166715445,2.516948057,0,0,9.186064456,4.183907272,0,0,0,0,0.727354154,0,0,0,0,5.109105599,0.396049858,1.051928885,0,0,7.745635336,4.558506431,4.411521157,0.649017565,3.526657291,0,0.528571319,4.368677567,0,5.954596486,3.083621861,7.395298487,0,0,7.989287199,2.305649562,0,1.871843649,3.337654011,0,4.679598325,2.583495015,7.27498376,0,4.608738289,4.175508633,1.848197267,0.816804475,0.86036693,1.921093517,0,7.276947903,2.70383161,6.355314092,7.611003397,0.723077947,5.639397149,0,2.001802243,0,0,4.110680615,0,2.592684263,1.570560079,0,0,0.339365461,0,0,3.010081592,0,6.740383884,3.739308071,0,0.533663013,1.305970521,2.276407332,0,0,0,0,7.656685848,0,4.632407824,0,0,3.897714791,0.616169466,3.200504353,5.280767059,5.370879172,6.433662216,6.618693832
PIP5K1C,0,5.371952588,3.677801374,0,0.303342394,5.412717178,1.065365508,4.941956086,4.309263515,4.387700288,0.277865757,5.0797365,6.979491505,0,5.230260665,3.104118562,5.625270489,0.475499987,5.009226226,5.70323362,5.919397293,4.053589259,1.64307115,3.806200304,0.471967788,4.412388625,7.372789333,4.573429063,0,4.58771902,6.08329848,8.497451898,4.877174911,3.802865284,2.954717448,1.837983596,2.798610475,2.455281185,1.770871322,0,0.362217377,5.47335183,3.027065562,0.455964989,0,7.453136443,0,6.027072199,0,0,0,2.743148701,5.377370194,6.873804587,5.36781485,6.568992771,4.413763308,3.557091444,2.503628596,5.280347641,0,1.045722536,0.712727829,0,1.18033885,0,6.406216913,3.656919621,1.665210831,7.618066092,7.071994292,0,0,0,6.149600811,1.691846789,0.808590988,1.572889668,0,6.61278595,0,0,0,1.749834574,0,1.918348067,1.623211368,0,4.260673067,1.231493851,0,0,0.108624815,0,0,0,0,0,0,2.079531717,0.150689643,0.067363367,0,0,0,0,0,0.524163999,0,0,0.419107367,0.345509924,0.149779631,0,0,0,0,0,3.032788517,3.79636933,0,0,0.20614307,0,2.938530455,1.694523653,0.209141398,5.465164761,0,6.108108315,3.080333617
AK200837,5.426533138,2.650121176,3.265691926,0,0,5.52025251,1.406318971,4.868415148,6.511561336,4.933638729,1.431141535,2.196134881,1.665574688,0,5.202476494,6.237594309,6.429179073,0,5.153833703,0,7.500041953,8.096981798,0,8.509925401,2.376234808,3.918099957,0,7.052731058,5.247954089,7.519438901,3.66816452,4.479967762,8.43797756,4.499571669,4.540256703,0,6.557071526,6.933248043,7.432393239,3.479489271,6.492433264,6.896019912,6.665875938,0,0,3.796358946,0,6.908088737,0,0,0,6.111575977,4.551171452,0,7.887213303,0,3.310558254,0,2.800723919,6.318356614,2.099160524,0,0,2.74908369,6.235989309,0,0,6.565519495,0,0,0,0,0,5.418068481,0,4.562718664,6.645772259,5.097151454,0,0,0,0,7.412718025,5.151241871,6.583943237,0,0,0,0,0,0,6.314018517,0,5.5774107,0,4.198297695,0,0,0,4.009365089,2.010457613,0,0,0,0,0,1.419754605,4.005759269,0,4.872208218,0,4.37529666,3.210139457,3.34148769,0,0,0,0,0,5.849088533,0,0,0,0,0,0,0,0,0,4.447413892,5.880430852
SUPT5H,0,6.328818517,0,2.140222408,0.84711499,0,0.842214554,3.434708282,0.217106608,2.327601145,6.124104765,3.144650086,4.080742926,0,1.056167306,1.321870386,5.113917154,7.557870318,4.724786677,1.002162421,2.31802755,5.175712211,2.357946053,2.007267275,2.826334927,0.32998465,2.516141251,0,0.227371423,1.552721349,0.89110806,0.839475921,1.081612323,3.043956873,5.657305586,5.512375447,4.626141222,5.297290479,3.976904316,2.30302085,4.884324398,0.317188278,5.123003954,0.266756562,2.534709076,0.231309516,0,0,3.400455956,0,0,1.559442866,0.738638151,0.797843067,0,0,0.32998465,0,0,5.657634289,0,3.166072676,2.08106688,3.586236319,1.297484916,0,4.828662044,0.579855951,0.217975141,0,3.944549264,3.944352477,0.666393032,7.049036056,0.504061001,4.896296071,0.345396375,0.839072743,2.945251854,3.633605579,1.902073579,0.386700602,3.153756705,0.282261867,8.03091538,1.4760187,3.389883399,0,0,0,6.190632637,0.475707495,4.955628986,0.816722571,0.516721189,3.197173436,2.497407985,0,0,2.894022243,0.733441117,0,0,0,0.630964547,0.362890643,2.80467314,7.675341022,1.657548548,0.594453004,0.943583815,0,0.288890061,1.003386356,3.446864945,3.384491944,0,4.487595679,3.586728721,0.480368537,0,0.405338916,1.106683324,1.654068863,3.496372865,0.336626166,0.146915848,0,0,5.248823225,0.55875743
