pathway	pval	padj	log2err	ES	NES	size	leadingEdge
"POSITIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002720"	0.606918238993711	0.730294115478481	0.057609110864425	0.401599495331479	0.89850101517302	21	SEMA7A NR4A3 TNFSF4 WNT5A IL6 MALT1 TRIM6
"POSITIVE REGULATION OF CYTOKINE PRODUCTION%GOBP%GO:0001819"	0.00189626484653341	0.007699321157534	0.45505986738723	-0.345125642195358	-1.36797625596007	244	IRF1 IFIH1 HLA-E B2M AIM2 CD274 HLA-DPA1 POLR1C GBP5 ZBP1 LGALS9 CD74 DDX58 IRF7 HLA-DPB1 IL6R DDX60 CASP1 IL15 CYBA HPSE IL12RB1 DDIT3 PRKCQ JAK2 DHX58 IFI16 RELA SOD1 CXCL17 MAPK13 KARS TIGIT TLR3 HLA-G POLR3K XRCC6 CD2 FLOT1 POLR2H EIF2AK2 POLR3C RSAD2 CD86 NOD2 IRF4 CD80 RIPK2 FAM49B CRCP IL12A XBP1 HAVCR2 XCL1 CCR2 LTB POLR2F CD46 SLAMF6 POLR2L IRAK1 RNF135 ARHGEF2 PTPN22 HSPD1 IRF5 CCDC88B MIF
"POSITIVE REGULATION OF CYTOKINE SECRETION%GOBP%GO:0050715"	0.791722296395194	0.877373963528424	0.037848772270503	0.290478334813752	0.798362603007278	68	C1QTNF3 F2R LPL TWIST1 SPTBN1 TRIM16 WNT5A MAPK11 CD34
"POSITIVE REGULATION OF CYTOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0001961"	0.131147540983607	0.234757300428277	0.204294756516886	-0.507176164383103	-1.2886881086152	21	CD74 CSF1 NLRC5 TREM2
"POSITIVE REGULATION OF CYTOKINESIS%GOBP%GO:0032467"	0.12112676056338	0.220511718769517	0.216542836735348	-0.511712487923652	-1.32911602365582	23	AURKB RACGAP1 CIT KIF23 KIF14 ECT2 CDC6 PKP4 CDC42 NUP62
"POSITIVE REGULATION OF CYTOSKELETON ORGANIZATION%GOBP%GO:0051495"	0.0357142857142857	0.0858481097356976	0.261663521711573	0.460874059951668	1.37082835117866	125	LMOD1 TGFB3 CTGF CDC42EP3 TEK ARHGEF15 SYNPO2 TPM1 SEMA5A LPAR1 ANKRD53 PPM1F ARHGEF10 WNT11 NES SORBS3 SFRP1 TGFBR1 CCL21 MAPT SYNPO CDC42EP2 IQGAP2 NTRK3 S100A10 NCK2 CDC42EP5 RGPD4 CDC42EP1 JMY SLAIN2 WASF1 EVL RANBP2 TRPV4
"POSITIVE REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION INVOLVED IN PHOSPHOLIPASE C-ACTIVATING G-PROTEIN COUPLED SIGNALING PATHWAY%GOBP%GO:0051482"	0.00574358323321986	0.0193159037699111	0.407017918923954	0.783608705322143	1.65747177164754	16	AGTR1 F2R GPR17 GPR4 F2RL2 LPAR1
"POSITIVE REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION%GOBP%GO:0007204"	0.00178286186763848	0.00733144800057746	0.45505986738723	0.542964755599541	1.6089081582269	122	CACNA1C C1QTNF1 JPH2 AGTR1 PDGFRA EDNRA PKD2 F2R FAM155A APLNR CD36 ABL1 PLCG1 BDKRB1 GPR17 THY1 GPR4 DLG4 F2RL2 LPAR1 JPH4 CAV1 ABL2 ITPR2 CCL21 FGF2 EDN2 C5AR1 ADRA1B HTR2B TRPC1 RAMP3 IBTK
"POSITIVE REGULATION OF DEFENSE RESPONSE%GOBP%GO:0031349"	1.34825733125911e-08	1.93816712157472e-07	0.747739663149885	-0.454249052457944	-1.83398539937727	280	PSMB9 PSME2 PSME1 PSMB8 PLSCR1 PSMB10 IFIH1 HLA-E PSMA6 PSMA5 AIM2 PSMB4 VAMP8 PSMD4 GBP5 LGALS9 DDX58 IRF7 NR1H3 CCL5 DDX60 CTSS IL15 CYBA CASP8 PSMC2 PSMA3 DHX58 IFI16 RELA NFKBIA NLRC5 IKBKE PSMB1 PSMB3 MAPK13 CD226 KARS FCER1G OPTN TLR3 PSMA2 CNPY3 PAK1 FLOT1 PSMA4 POLR3C PSMB6 RSAD2 NOD2 TLR10 PSMC6 PSMD7 MUC15 PSMD14 CD1D NRAS TNIP3 KLRK1 RIPK2 PSMD9 PSMD11 IKBKB LYN IRAK2 BIRC3 IL12A UNC93B1 PSMC3 PSMB2 UBE2D3 RPS19 BTK CCR2 IKBKG MUC1 PSMA7 SLAMF6 SYK IRAK1 UBA52 PSMD13 PTPN22 HSPD1 ICAM3
"POSITIVE REGULATION OF DENDRITE DEVELOPMENT%GOBP%GO:1900006"	0.868501529051988	0.92741361778918	0.0398406946073899	0.296468254779526	0.703131240575196	27	PTPRD DAB2IP CDKL5 CUX1 SHANK1 BMP7 FBXW8 OBSL1
"POSITIVE REGULATION OF DENDRITIC SPINE DEVELOPMENT%GOBP%GO:0060999"	0.0703883495145631	0.14451712	0.266350657088526	-0.604237146215571	-1.43544536100195	15	FMR1 CAMK1 LLPH APOE LRP8
"POSITIVE REGULATION OF DEPHOSPHORYLATION%GOBP%GO:0035306"	0.0365520631158569	0.0871048552695106	0.321775918075361	0.625210069551429	1.48280540913469	27	PDGFRB DLC1 BMP2 ITGA1 PPP1R15A SMPD1
"POSITIVE REGULATION OF DEVELOPMENTAL GROWTH%GOBP%GO:0048639"	0.00236802133880642	0.00934103421272447	0.431707695803346	0.628314515977814	1.66697802964255	54	SEMA7A GHR IGF1 MEGF8 SEMA5A BASP1 ISLR2 DLL1 FGF2 CDKL5 MAPT RBPJ NOTCH1 NRP1 L1CAM RASAL1 MACF1 SYT1
"POSITIVE REGULATION OF DNA BINDING%GOBP%GO:0043388"	0.388724035608309	0.528470105400616	0.0766746872490091	0.44081930594573	1.06320425483152	29	HAND2 IGF1 SKI TWIST1 HMGA2 CTNNB1 HES1 TRIM6 PLAUR TGFB1 GATA3
"POSITIVE REGULATION OF DNA BIOSYNTHETIC PROCESS%GOBP%GO:2000573"	0.926183844011142	0.965503856889129	0.0324330694656715	0.260426878849704	0.695278836937228	56	PDGFRB HGF GREM1 PDGFB
"POSITIVE REGULATION OF DNA METABOLIC PROCESS%GOBP%GO:0051054"	0.810939357907253	0.889641039927325	0.0312052969963336	0.278819879855363	0.835868954727761	148	PDGFRB TGFB3 PDGFRA BMP4 HGF IGF1 GREM1 GLI2 TNFSF4 PDGFB GLI1 BMP6 SHC1 PRKCG PDGFC KLF4 NPAS2
"POSITIVE REGULATION OF DNA REPAIR%GOBP%GO:0045739"	0.200636942675159	0.323100622167523	0.176694268938498	-0.398027132118378	-1.18990578183632	38	PCNA BRCC3 H2AFX TIMELESS EYA2 RNF8 FOXM1 UBE2N
"POSITIVE REGULATION OF DNA REPLICATION%GOBP%GO:0045740"	0.167638483965015	0.282350081952233	0.126875729929857	0.516136087974323	1.26156538623166	31	TGFB3 PDGFRA BMP4 IGF1 GLI2 PDGFB GLI1 BMP6 SHC1 PDGFC PDGFA KITLG
"POSITIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, ELONGATION%GOBP%GO:0032786"	0.122015915119363	0.221737137532781	0.208955027549354	-0.534149743709849	-1.34329390906516	20	ELL3 HMGN1 SUPT4H1 EAPP WDR61 TCEB1 THOC5 THOC1
"POSITIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, INITIATION%GOBP%GO:2000144"	0.930747922437673	0.968491147191837	0.0642140881844605	-0.260966378176133	-0.67069917364265	22	PSMC2 PSMC6 PSMC3 SUB1 PSMC1 PAXIP1 ESR1
"POSITIVE REGULATION OF EMBRYONIC DEVELOPMENT%GOBP%GO:0040019"	0.00126172264135023	0.00550608894167465	0.45505986738723	0.776363744068969	1.71030438830985	19	PHLDB1 PHLDB2 IGF1 LHX1 OSR1 WNT4 HES1 GATA3 PLCB1
"POSITIVE REGULATION OF ENDOCYTOSIS%GOBP%GO:0045807"	0.155263157894737	0.266491814821334	0.125033367555272	0.442781650019731	1.23924760457096	79	SERPINE1 SFRP4 ANGPT1 DAB2 VTN GREM1 DLL1 SGIP1 CCL21 TUB ANXA2 ANO6 CLIP3 AXL APLN
"POSITIVE REGULATION OF ENDOPEPTIDASE ACTIVITY%GOBP%GO:0010950"	0.032805590603619	0.0802470405041815	0.321775918075361	-0.36677825202828	-1.32042484097543	104	PSME2 PSME1 TNFSF10 AIM2 PMAIP1 FASLG LGALS9 CASP8 HSPE1 JAK2 IFI16 BAK1 PDCD6 BCL2L10 PDCD5 ACER2 AIFM1 LCK PRELID1 NDUFA13 MTCH1 FIS1
"POSITIVE REGULATION OF ENDOTHELIAL CELL MIGRATION%GOBP%GO:0010595"	6.76620636329842e-06	5.85567808709064e-05	0.610526878385931	0.720379233504578	1.93417258196159	59	SPARC THBS1 SRPX2 BMP4 FGF1 ANGPT1 TEK FOXP1 PLCG1 BCAR1 SEMA5A FGF18 RHOB KDR NRP2 FLT4 BMPR2 PDGFB WNT5A ETS1 PRKD1 FGF2 ROCK2 PTGS2 AGT
"POSITIVE REGULATION OF ENDOTHELIAL CELL PROLIFERATION%GOBP%GO:0001938"	1.56611035972557e-05	0.000124996553127708	0.575610261071129	0.743871212837813	1.94125360723849	48	BMP4 ECM1 BMP2 SCG2 EGR3 TEK PGF NR4A1 VEGFC SEMA5A F3 EGFL7 VASH2 KDR NRP2 FLT4 THBS4 BMPR2 PDGFB WNT5A TGFBR1 PRKD1 FGF2 CDH13 HTR2B NRP1
"POSITIVE REGULATION OF EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0045742"	0.957186544342508	0.98225981714972	0.0353157046479879	0.258256571103172	0.61250491510975	27	ADRA2A AGT AFAP1L2 PLAUR ARAP1 FBXW7
"POSITIVE REGULATION OF EPIDERMIS DEVELOPMENT%GOBP%GO:0045684"	0.195688225538972	0.316505506922787	0.125033367555272	0.577259065241156	1.25254674319079	18	SFRP4 BMP4 TRIM16 VDR TGFB2 MED1
"POSITIVE REGULATION OF EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0030858"	0.0668604651162791	0.139087112678048	0.208955027549354	0.56479890348198	1.40749957306573	36	SFRP4 BMP4 CDH5 CLDN5 ADIPOQ LIF TRIM16 LHX1 VDR TMEM100 MED1 PAX2 S1PR2 ADD1 SOX9
"POSITIVE REGULATION OF EPITHELIAL CELL MIGRATION%GOBP%GO:0010634"	8.89301134979799e-06	7.5187700571933e-05	0.593325476396405	0.66218715617816	1.87559050478181	86	SPARC THBS1 SRPX2 BMP4 FGF7 FGF1 ANGPT1 TEK FOXP1 PLCG1 BCAR1 RTN4 SEMA5A FGF18 PPM1F RHOB KDR NRP2 FLT4 BMPR2 PDGFB WNT5A SRC ETS1 PRKD1 FGF2 ROCK2 PTGS2 AGT DOCK1 TGFB2 NRP1 ADAM9 SASH1 ENPP2 INSL3 PRKCA RREB1
"POSITIVE REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050679"	4.73277250077674e-08	6.04193743133986e-07	0.719512826338911	0.710511895335926	2.01881157848771	88	LAMB1 PTPRN BMP4 ECM1 BMP2 FGF7 NR4A3 SCG2 EGR3 TBX1 TEK PGF IGF1 NR4A1 RTN4 VEGFC FZD7 SEMA5A F3 EGFL7 VASH2 KDR SOX11 NRP2 FLT4 THBS4 BMPR2 PDGFB OSR1 WNT5A SFRP1 TGFBR1 PRKD1 LAMC1 BMP6 FGF2 CDH13 WNT7A C5AR1 SCN5A HTR2B NRP1 OSR2 STXBP4
"POSITIVE REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0010718"	2.96900542649274e-05	0.000221789459225047	0.575610261071129	0.772559499834472	1.91917332643886	35	COL1A1 TGFB1I1 TGFB3 PDPN BMP2 TGFBR2 BAMBI DAB2 ENG TWIST1 SNAI1 TGFBR1 CRB2 CTNNB1 NOTCH1 TGFB2
"POSITIVE REGULATION OF ERBB SIGNALING PATHWAY%GOBP%GO:1901186"	0.568249258160237	0.696152721927243	0.0579754757571486	0.382139829251264	0.921676267170008	29	ADRA2A RTN4 RBPJ AGT AFAP1L2 PLAUR
"POSITIVE REGULATION OF ERK1 AND ERK2 CASCADE%GOBP%GO:0070374"	0.000596707244632591	0.00293323906078013	0.477270815362862	0.568697756274398	1.67497370187991	117	PDGFRB CTGF SEMA7A PDGFRA BMP2 HAND2 F2R PDGFD FGF1 CCL14 CD36 ANGPT1 TEK PLA2G5 SPRY2 BMPER NPNT PLA2G2A FGFR3 FGF18 KDR FLT4 FGF19 PDGFB CCL21 SHC1 FGF2 PDGFC C5AR1 CCL18 HTR2B NDRG4 PDGFA NRP1 RAMP3 RAPGEF2 TNFAIP8L3
"POSITIVE REGULATION OF ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0045648"	0.535655058043118	0.669153877992585	0.066132620475844	0.440688400940398	0.956213344400676	18	INHBA ACVR2A ETS1 MAPK11 STAT5B MED1 HIF1A
"POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO MITOCHONDRION%GOBP%GO:1903749"	0.00850091970770938	0.0270469435461653	0.380730400722792	-0.407934992709491	-1.45417747280786	99	PMAIP1 CASP8 RUVBL1 RNF31 WDR75 PDCD5 GZMB CDKL2 CYB5R1 UBL5 ACTL6A E2F1 STARD7 NKAP TFDP2 YWHAH UBE2D3 SLMO1 BCL2L11 RPL28 BAD SFN OSCP1 GLS2 WDR46 U2AF1 DYNLL1 HTRA2 RAC2 PSMB7
"POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION TO PLASMA MEMBRANE%GOBP%GO:0090004"	0.126911314984709	0.228529427544396	0.152144922367565	0.56386158995351	1.3227967752045	26	NKD2 SORBS1 EPHA2 ITGB1 CLIP3 RAMP3 DPP10 ACSL3 PIK3R1
"POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION%GOBP%GO:1904951"	0.681007345225603	0.791603555084439	0.0336033244336697	0.293804665060428	0.927219886012375	347	DACT1 C1QTNF3 TGFB3 NKD2 BMP4 F2R ANKRD1 CTSK BAMBI IGF1 SORBS1 DAB2 SOX4 EPHA2 SEMA5A LPL NLGN2 TWIST1 ITGB1 SPTBN1 ABLIM3 SPHK1 FAM65A TRIM16 TNFSF4 KCNB1 IRS2 WNT5A TGFBR1 SYTL4 BMP6 MAPK11 TP63 CD34 PDZK1 FLNA PPP3CA NRG1 TGFB2 HTR2B CLIP3 IL6 RAMP3 BAG3 DPP10 IL33 ACSL3 ADAM9 HHAT NNAT SMAD3 PIK3R1 PPP3CB HES1 SH3GLB1 TRIM6
"POSITIVE REGULATION OF EXOCYTOSIS%GOBP%GO:0045921"	0.374461979913917	0.514659582463369	0.0768736734126542	0.40360543824429	1.05229553551504	50	CACNA1G SDC1 KCNB1 CACNA1I SYTL4 CACNA1H
"POSITIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001238"	0.100890207715134	0.190566266468187	0.169570644405628	0.567500623089617	1.36874467372511	29	TIMP3 THBS1 INHBA CAV1 SFRP1 AGT G0S2
"POSITIVE REGULATION OF FAT CELL DIFFERENTIATION%GOBP%GO:0045600"	0.0282182496912974	0.0713028347689505	0.352487857583619	0.64421420664539	1.53754294872806	28	BMP2 SFRP2 RARRES2 SFRP1 FNDC5 PTGS2 ASXL2 LRP5 TMEM64 ZFP36L1 CREB1
"POSITIVE REGULATION OF FATTY ACID METABOLIC PROCESS%GOBP%GO:0045923"	0.16	0.272568206473898	0.137250779610133	0.57996014905008	1.28494519461859	20	NR4A3 ADIPOQ IRS1 TWIST1 PPARGC1A IRS2 SLC45A3 PTGS2
"POSITIVE REGULATION OF FIBROBLAST PROLIFERATION%GOBP%GO:0048146"	0.0143193002148422	0.0414462710468538	0.380730400722792	0.684934999738707	1.60053730863934	25	FN1 PDGFRA AQP1 IGF1 DDR2 CDK6 SPHK1 PDGFB WNT5A PDGFC AGT CDKN1A WNT2 PDGFA
"POSITIVE REGULATION OF FILOPODIUM ASSEMBLY%GOBP%GO:0051491"	0.0830618892508143	0.16439398983231	0.197822021315103	0.634826643024165	1.39850270143963	19	TGFB3 FSCN1 DPYSL3 CCL21 DOCK11 PALM
"POSITIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:1900087"	0.929611650485437	0.967897543171285	0.0579754757571486	-0.263206159441265	-0.633078080873392	16	CDC45 LSM10 AIF1 CDC6 PPP1R1C
"POSITIVE REGULATION OF GENE EXPRESSION, EPIGENETIC%GOBP%GO:0045815"	0.0700904501724915	0.144343575555869	0.287805130535564	-0.408909316796871	-1.35278595978321	59	POLR1C CHEK1 ZNRD1 POLR2H WBP2 HMGA1 HIST2H4A POLR2F POLR2L POLR1B POLR1E H2AFY HIST2H3C DEK POLR2K PHF8 HIST1H4H TBP H3F3A HIST1H4C KAT2B MYBBP1A
"POSITIVE REGULATION OF GENE SILENCING BY MIRNA%GOBP%GO:2000637"	0.154237288135593	0.265883691663087	0.144630528034484	0.615687601246089	1.29185118769671	15	BMP4 WTIP TGFB1 PUM2
"POSITIVE REGULATION OF GLUCOSE IMPORT%GOBP%GO:0046326"	0.00690947497243572	0.0227741975327811	0.407017918923954	0.744123368286489	1.68112254276823	22	ADIPOQ IGF1 SORBS1 IRS1 RARRES2 FGF19 IRS2 OSBPL8 CLTCL1 PIK3R1
"POSITIVE REGULATION OF GLUCOSE METABOLIC PROCESS%GOBP%GO:0010907"	0.308474576271186	0.445815692881929	0.096887770327544	0.539163586561132	1.15382931205304	17	IGF1 SORBS1 IRS1 IGF2 PPARGC1A IRS2 SLC45A3
"POSITIVE REGULATION OF GLUCOSE TRANSPORT%GOBP%GO:0010828"	0.000849415460278161	0.00391856168488994	0.477270815362862	0.76173772819775	1.78000781657205	25	NR4A3 ADIPOQ IGF1 SORBS1 IRS1 RARRES2 FGF19 IRS2 OSBPL8 CLIP3 CLTCL1 PIK3R1
"POSITIVE REGULATION OF GRANULOCYTE CHEMOTAXIS%GOBP%GO:0071624"	0.532786885245902	0.667055939273473	0.0928481214159878	-0.373737540392509	-0.949632805857004	21	CD74 C1QBP XCL1 FAM65B
"POSITIVE REGULATION OF GROWTH%GOBP%GO:0045927"	0.0210852675806423	0.0560671467481121	0.352487857583619	0.488702388514379	1.43490284873603	111	MMP14 SEMA7A SFRP2 GHR IGF1 MEGF8 SEMA5A BASP1 PPM1F ISLR2 DLL1 SPHK1 SFRP1 TGFBR1 FGF2 WFS1 CDKL5 MAPT RBPJ ADAM10 USP47 NOTCH1 TGFB2 NRP1 L1CAM RASAL1 MACF1 SYT1
"POSITIVE REGULATION OF GTPASE ACTIVITY%GOBP%GO:0043547"	0.157772621809745	0.269536982399338	0.115240003147781	0.389931601777162	1.18050945714525	161	CCL14 RGS16 ARHGAP42 EPHA2 SYDE1 TBC1D8B SNX18 THY1 ARHGEF10 WNT11 ITGB1 EVI5 ARHGAP23 SFRP1 CCL21 DOCK11 TBC1D2 CAV2 CDKL5 TBC1D2B ZNF286A ARHGEF7 ABR CCL18 EVI5L NTRK3 PICALM TBC1D16 S100A10 TBC1D13 FZD10 RAPGEF2 TSC1 EPHA4 DNMBP DVL3 TBC1D14 TBC1D20 RABGAP1 CCL22 RAPGEF1 APC2 ASAP3 NF1 DOCK9 NDEL1 CORO1C RALGAPB RASGRF1 NTF3 GSK3B RAPGEF6 ARAP1
"POSITIVE REGULATION OF HEART CONTRACTION%GOBP%GO:0045823"	0.537459283387622	0.670126589491078	0.0650877566917313	0.429886772793051	0.947026750799686	19	TPM1 PDE4D EDN2 TGFB2 RGS2 SCN3B NKX2-5 ADM EDN3 GSK3A EDN1 ATP2A2
"POSITIVE REGULATION OF HEART GROWTH%GOBP%GO:0060421"	0.154237288135593	0.265883691663087	0.144630528034484	0.616032220183664	1.29257427580651	15	IGF1 BASP1 FGF2 RBPJ NOTCH1 BMPR1A MEF2C TBX2 PIM1 EDN1
"POSITIVE REGULATION OF HEMOPOIESIS%GOBP%GO:1903708"	0.591708542713568	0.716267614043468	0.0484087618816951	0.324794418830178	0.928063162991636	93	MMP14 GLI3 INHBA TGFBR2 RUNX1 LIF SOCS5 GLI2 TNFSF4 ACVR2A ETS1 MAPK11
"POSITIVE REGULATION OF HEMOSTASIS%GOBP%GO:1900048"	0.00775905604700843	0.0250594560309926	0.407017918923954	0.77256069402767	1.62100625077966	15	THBS1 SERPINE1 PDPN F2R THBD SELP F3 ANO6
"POSITIVE REGULATION OF HISTONE ACETYLATION%GOBP%GO:0035066"	0.933962264150943	0.970269630831369	0.037770500132479	0.283847527999714	0.635053816119934	21	LIF PPARGC1A NOS1
"POSITIVE REGULATION OF HISTONE METHYLATION%GOBP%GO:0031062"	0.750692520775623	0.845812561529098	0.0749278818393739	-0.319699105025403	-0.821645788447558	22	MYB WDR61 DNMT1 PAXIP1 PHF19
"POSITIVE REGULATION OF HISTONE MODIFICATION%GOBP%GO:0031058"	0.932384341637011	0.969407706904607	0.0766746872490091	-0.24050625009163	-0.787044903919463	57	MYB FMR1 WBP2 MUC1 TADA2A FOXP3 UBE2N WDR61 DNMT1 PAXIP1 PHF19 SDR16C5 MAPK3 RPS6KA5 RUVBL2 BRD7 SMAD4 C6orf89 PHF1
"POSITIVE REGULATION OF HOMEOSTATIC PROCESS%GOBP%GO:0032846"	0.679086538461538	0.790086627836004	0.0400845633477088	0.303026107021938	0.898737891686244	129	JPH2 INHBA PKD2 F2R APLNR PLCG1 THY1 CAV1 SGIP1 PPARGC1A ACVR2A PTGER3 ETS1 MAPK11 NR1D1 PTGS2
"POSITIVE REGULATION OF HORMONE SECRETION%GOBP%GO:0046887"	0.0162002389704173	0.0458322085976746	0.352487857583619	0.621658468719354	1.56325397188146	38	C1QTNF3 C1QTNF1 INHBA SOX4 NLGN2 SOX11 IRS2
"POSITIVE REGULATION OF HYDROLASE ACTIVITY%GOBP%GO:0051345"	0.261730969760167	0.394711530064407	0.0789209638180035	0.34663475891582	1.09407465292249	369	PDGFRB DLC1 AGTR1 PDGFRA EDNRA BMP2 F2R CCL14 RGS16 NGFR ARHGAP42 CR1 GPIHBP1 ATP1B2 ITGA1 PLA2G5 TPM1 EPHA2 FGFR3 SYDE1 TBC1D8B F3 SNX18 THY1 LPAR1 KIT PPM1F SOX7 DYNC1I1 DAPK1 MAPK12 ARHGEF10 WNT11 AVPR1A ITGB1 ABL2 EVI5 NGF DAB2IP ARHGAP23 SFRP1 CCL21 PRKD1 FLT1 DOCK11 FGF2 TBC1D2 CAV2 PPP1R15A CDKL5 TBC1D2B MAPT TNNT2 C5AR1 DNAJB2 ZNF286A ARHGEF7 ABR CCL18 EVI5L NTRK3 PICALM TBC1D16 HTR2B S100A10 TBC1D13 FZD10
"POSITIVE REGULATION OF I-KAPPAB KINASE/NF-KAPPAB SIGNALING%GOBP%GO:0043123"	0.0232401586038474	0.0608512724259922	0.352487857583619	-0.33650443333753	-1.28090750106518	156	UBD TNFSF10 FASLG APOL3 LGALS9 CD74 CFLAR CASP1 CASP8 PIM2 PELI2 IFIT5 RELA RNF31 IKBKE SECTM1 TRIM38 TLR3 SHISA5 C18orf32 CD40 CCDC22 CD27 NOD2 TRIM22 ZDHHC13 RIPK2 IKBKB BIRC3 BST2 RBCK1 IKBKG S100A13 IRAK1 UBA52 GPR89A CASP10 DDRGK1 IL23A UBE2N
"POSITIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002699"	0.000219282603280606	0.00124624398675091	0.518848077743792	-0.487363819016527	-1.7281794227383	95	HLA-E B2M MYB HLA-DMB VAMP8 LGALS9 CD74 DDX60 IL12RB1 DHX58 TNFSF13 CD226 KARS RSAD2 CD86 CD80 KLRK1 FAM49B LYN IL12A XBP1 RPS19 XCL1 CCR2 CD46 CD300A SNX6 SLAMF6 SYK PHB HSPD1 STYK1 IL23A
"POSITIVE REGULATION OF IMMUNE RESPONSE%GOBP%GO:0050778"	1e-10	2.29863959830131e-09		-0.485133041343873	-2.02413385274751	438	PSMB9 PSME2 PSME1 PSMB8 CD38 PLSCR1 PSMB10 IFIH1 HLA-E STOML2 PSMA6 B2M MYB NCK1 PSMA5 AIM2 HLA-DRA PSMB4 HLA-DPA1 HLA-DMB VAMP8 HLA-DRB1 PSMD4 GBP5 HLA-DRB5 LGALS9 CD74 BTN3A1 DDX58 IRF7 HLA-DPB1 NR1H3 CCL5 DDX60 CTSS CYBA MICB IL12RB1 CASP8 PRKCQ SLA2 CTLA4 PSMC2 PSMA3 DHX58 IFI16 CD247 RELA TNFSF13 NFKBIA RNF31 C1QA NLRC5 IKBKE PSMB1 PSMB3 CD226 KARS SKAP1 C1QC FCER1G C1QB TLR3 PSMA2 CNPY3 TRAT1 CFB LAT2 HLA-DQA2 PAK1 LCP2 CD3D HLA-DQA1 FLOT1 PSMA4 POLR3C PSMB6 C2 RSAD2 CD86 NOD2 LAT THEMIS TLR10 PSMC6 PSMD7 ARPC3 HLA-DQB1 LCK MUC15 PSMD14 CD80 CD1D NRAS CD3G TNIP3 KLRK1 RIPK2 PSMD9 FAM49B PSMD11 IKBKB LYN IRAK2 BIRC3 IL12A CD19 CD3E C1orf168 UNC93B1 XBP1 PSMC3 VAV3 PSMB2 UBE2D3 RPS19 BTK XCL1 RBCK1 CCR2 IKBKG CD79A CD46 MUC1 PSMA7 SLAMF6 SPG21 ZAP70 SYK IRAK1 PHB UBA52 PSMD13 WAS PTPN22 HSPD1 ICAM3
"POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION%GOBP%GO:0002639"	0.25	0.380599228715515	0.135002033828631	-0.484789807540429	-1.19157424574979	17	HLA-E TNFSF13 XBP1 XCL1 TNFRSF4 PAXIP1
"POSITIVE REGULATION OF INFLAMMATORY RESPONSE%GOBP%GO:0050729"	0.310679611650485	0.447993191062178	0.0850427463764322	0.416204475024185	1.11287618281727	57	AGTR1 SERPINE1 PDE2A PLA2G2A LPL TNFSF4 PTGER3 WNT5A ETS1 IL6ST PTGS2 AGT IL6 IL33
"POSITIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045089"	1e-10	2.29863959830131e-09		-0.535761606679404	-2.11997814506945	233	PSMB9 PSME2 PSME1 PSMB8 PLSCR1 PSMB10 IFIH1 HLA-E PSMA6 PSMA5 AIM2 PSMB4 PSMD4 GBP5 LGALS9 DDX58 IRF7 NR1H3 CCL5 DDX60 CTSS CYBA CASP8 PSMC2 PSMA3 DHX58 IFI16 RELA NFKBIA NLRC5 IKBKE PSMB1 PSMB3 CD226 FCER1G TLR3 PSMA2 CNPY3 PAK1 FLOT1 PSMA4 POLR3C PSMB6 RSAD2 NOD2 TLR10 PSMC6 PSMD7 MUC15 PSMD14 CD1D NRAS TNIP3 KLRK1 RIPK2 PSMD9 PSMD11 IKBKB LYN IRAK2 BIRC3 IL12A UNC93B1 PSMC3 PSMB2 UBE2D3 RPS19 BTK IKBKG MUC1 PSMA7 SLAMF6 SYK IRAK1 UBA52 PSMD13 PTPN22 HSPD1 ICAM3
"POSITIVE REGULATION OF INSULIN SECRETION%GOBP%GO:0032024"	0.2912	0.427684486853619	0.096887770327544	0.526469815976387	1.16643335108216	20	SOX4 NLGN2 IRS2 NNAT PPP3CB
"POSITIVE REGULATION OF INTERFERON-ALPHA PRODUCTION%GOBP%GO:0032727"	0.000946618685770453	0.00430677933987054	0.477270815362862	-0.738918004444819	-1.81620085678852	17	IFIH1 DDX58 IRF7 TLR3 RIPK2 HSPD1 IRF5 TBK1
